,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
S(우유제외)수박화채,55.0,0.79,0.05,13.818000000000001,0.2,7.2,0.186,0.6,71.08333333,0.024,0.03,0.0,14.25,2.93
S감말랭이,76.5,0.582,0.048,20.583000000000002,3.36,6.3,0.192,0.9,13.725,0.003,0.0672,1.5330000000000001,0.0,8.601
S거봉(100g),61.0,0.43,0.04,16.38,0.4,4.0,0.17,1.0,2.166666667,0.026000000000000002,0.047,0.13,11.89,6.09
S곶감,85.6,0.772,0.032,22.98,3.4,5.6,0.248,0.4,9.533333332,0.0036,0.0972,1.068,0.0,5.044
S과일화채,101.05,3.67,3.3645,14.89,0.7899999999999999,117.64999999999999,0.1985,36.0,91.16666666489999,0.04035,0.1911,1.8925,86.66050000000001,10.692499999999999
S(우유제외)과일화채,76.05000000000001,0.5900000000000001,0.0445,19.34,0.7899999999999999,6.65,0.1585,1.0,36.1666666649,0.01935,0.0291,1.1025,13.5305,3.0925000000000002
S귤(50g),19.5,0.35,0.05,4.95,0.0,6.5,0.0,5.5,0.2083333335,0.065,0.02,22.0,0.0,0.0
S귤(80g),31.2,0.56,0.08,7.92,0.0,10.4,0.0,8.8,0.33333333359999995,0.10400000000000001,0.032,35.2,0.0,0.0
S단감(50g),25.5,0.205,0.02,6.83,3.2,3.0,0.075,0.0,3.375,0.0285,0.0255,6.975,0.0,5.105
S당근스틱,9.3,0.306,0.03900000000000001,2.109,0.93,7.2,0.084,6.9,137.90000001,0.011099999999999999,0.0186,0.9059999999999999,24.906,2.37
S딸기(100g),36.0,0.8,0.2,8.9,0.0,7.0,0.4,13.0,0.0,0.03,0.02,71.0,0.0,0.0
S멜론(100g),40.0,1.5,0.04,9.64,2.0,7.0,0.34,13.0,2.416666667,0.032,0.033,2.02,5.27,10.67
S멜론(50g),20.0,0.75,0.02,4.82,1.0,3.5,0.17,6.5,1.2083333335,0.016,0.0165,1.01,2.635,5.335
S멜론(75g),30.0,1.125,0.03,7.23,1.5,5.25,0.25500000000000006,9.75,1.81250000025,0.024,0.02475,1.515,3.9524999999999992,8.0025
S멜론퓨레,32.0,1.2,0.032,7.712000000000001,1.6,5.6,0.272,10.4,1.9333333335999998,0.0256,0.0264,1.6159999999999999,4.215999999999999,8.536
S바나나(100g),84.0,1.1,0.1,21.94,1.9,7.0,0.29,0.0,2.083333333,0.049,0.075,5.94,24.75,9.76
S바나나(50g),42.0,0.55,0.05,10.97,0.95,3.5,0.145,0.0,1.0416666665,0.0245,0.0375,2.97,12.375,4.88
S방울토마토(35g),8.75,0.35,0.0455,2.1069999999999998,0.735,3.5,0.1295,1.75,20.825,0.007699999999999999,0.030449999999999998,3.9795,21.644000000000002,2.4535
S방울토마토(70g),17.5,0.7,0.091,4.2139999999999995,1.47,7.0,0.259,3.5,41.65,0.015399999999999999,0.060899999999999996,7.959,43.288000000000004,4.907
S배(100g),46.0,0.3,0.04,12.35,1.4,1.0,0.05,0.0,0.0,0.016,0.049,2.76,18.27,1.16
S배(50g),23.0,0.15,0.02,6.175,0.7,0.5,0.025,0.0,0.0,0.008,0.0245,1.38,9.135,0.58
S복숭아(60g),19.2,0.558,0.03,4.71,2.28,3.6,0.114,0.0,4.6999999998,0.0168,0.010799999999999999,1.014,10.631999999999998,3.378
S복숭아(80g),25.6,0.7440000000000001,0.04,6.28,3.04,4.8,0.152,0.0,6.2666666664,0.022400000000000003,0.0144,1.3519999999999999,14.175999999999998,4.504
S복숭아(백도)-60g,29.4,0.354,0.024,7.86,1.56,2.4,0.066,0.0,0.15,0.013199999999999998,0.0138,1.26,6.39,5.207999999999999
S복숭아(백도)-80g,39.2,0.472,0.032,10.48,2.08,3.2,0.08800000000000001,0.0,0.2,0.017599999999999998,0.0184,1.68,8.52,6.944
S복숭아(천도)-60g,19.2,0.558,0.03,4.71,2.28,3.6,0.114,0.0,4.6999999998,0.0168,0.010799999999999999,1.014,10.631999999999998,3.378
S복숭아(천도)-80g,25.6,0.7440000000000001,0.04,6.28,3.04,4.8,0.152,0.0,6.2666666664,0.022400000000000003,0.0144,1.3519999999999999,14.175999999999998,4.504
S복숭아(황도)-60g,29.4,0.24,0.024,7.818,2.58,3.0,0.05399999999999999,1.2,5.25,0.010799999999999999,0.013199999999999998,1.0019999999999998,6.45,3.756
S복숭아(황도)-80g,39.2,0.32,0.032,10.424,3.44,4.0,0.072,1.6,7.0,0.0144,0.017599999999999998,1.3359999999999999,8.6,5.007999999999999
S블루베리(50g),24.0,0.275,0.045,6.285,1.5,4.5,0.115,0.0,1.0833333335,0.0085,0.0655,0.0,16.125,8.25
S사과(100g),53.0,0.2,0.03,14.36,2.7,4.0,0.1,0.0,2.083333333,0.0,0.019,1.41,14.92,1.09
S사과(35g),18.55,0.07,0.0105,5.026,0.945,1.4,0.035,0.0,0.72916666655,0.0,0.0066500000000000005,0.49349999999999994,5.222,0.38150000000000006
S사과(50g),26.5,0.1,0.015,7.18,1.35,2.0,0.05,0.0,1.0416666665,0.0,0.0095,0.705,7.46,0.545
S사과(75g),39.75,0.15,0.0225,10.77,2.025,3.0,0.075,0.0,1.56249999975,0.0,0.01425,1.0575,11.19,0.8175
S수박(100g),31.0,0.79,0.05,7.83,0.2,6.0,0.18,0.0,71.08333333,0.024,0.03,0.0,13.86,2.93
S수박화채,96.0,3.87,3.3699999999999997,13.36,0.2,119.0,0.22999999999999998,36.0,126.08333333,0.045,0.192,0.79,87.64,10.53
S오렌지(100g),44.0,0.9,0.1,11.2,0.0,33.0,0.2,1.0,7.5,0.11,0.02,43.0,0.0,0.0
S오렌지(50g),22.0,0.45,0.05,5.6,0.0,16.5,0.1,0.5,3.75,0.055,0.01,21.5,0.0,0.0
S자두(50g),13.0,0.25,0.3,2.65,0.0,1.5,0.1,0.5,0.0,0.02,0.015,2.5,0.0,0.0
S참외(100g),47.0,1.57,0.29,11.01,1.7,6.0,0.26,2.0,0.5,0.006,0.08,1.99,167.43,9.08
S참외(50g),23.5,0.785,0.145,5.505,0.85,3.0,0.13,1.0,0.25,0.003,0.04,0.995,83.715,4.54
S청포도(100g),48.0,0.3,0.2,12.6,0.0,5.0,0.3,2.0,0.9166666669999999,0.06,0.01,2.0,0.0,0.0
S키위(100g),64.0,0.8,1.0,14.8,0.0,30.0,1.0,2.0,2.083333333,0.13,0.03,72.0,0.0,0.0
S키위(50g),32.0,0.4,0.5,7.4,0.0,15.0,0.5,1.0,1.0416666665,0.065,0.015,36.0,0.0,0.0
S토마토(100g),19.0,1.03,0.18,4.26,2.6,9.0,0.19,2.0,31.666666669999998,0.013000000000000001,0.037,14.16,91.46,6.61
S토마토(200g),38.0,2.06,0.36,8.52,5.2,18.0,0.38,4.0,63.333333339999996,0.026000000000000002,0.074,28.32,182.92,13.22
S파인애플(50g),26.5,0.23,0.02,7.16,1.25,8.0,0.045,0.0,2.5833333335,0.026000000000000002,0.0435,22.715,3.69,3.715
S포도(100g),60.0,0.66,0.04,15.1,1.1,3.0,0.11,2.0,3.25,0.063,0.051,0.12,10.83,5.34
S감자건포도샐러드,97.29999999999998,1.5894999999999997,3.837,14.822,2.1149999999999998,10.9,0.5055,25.150000000000002,0.74583333315,0.04695,0.07680000000000001,7.368499999999999,1970.7845,292.81
S감자샐러드,91.16499999999999,1.8091,4.5599,11.178849999999999,2.1075,12.82,0.5048999999999999,23.89,0.7504166665049999,0.043585,0.04449,7.356999999999999,2161.35705,292.49285
S감자채요거트샐러드,64.15,2.0114,0.5497000000000001,13.4293,1.975,27.33,0.42389999999999994,7.93,7.68666666665,0.04253,0.09054999999999999,6.4891,18.7025,3.4441
S고구마경단,110.66,1.1165999999999998,1.0742,24.203599999999998,1.726,11.15,0.3002,10.58,14.159999999900002,0.03546,0.03352000000000001,3.572,85.602,7.0994
S고구마샐러드(마요네즈),115.49,0.5575,3.8375000000000004,19.7135,1.35,8.51,0.2625,26.66,2.0625,0.03365,0.016,3.56,1982.545,293.587
S과일샐러드,59.099999999999994,0.3355,3.8160000000000003,6.5105,0.545,9.95,0.0975,23.35,2.91666666645,0.03025,0.01515,11.2375,1965.42,291.12149999999997
S과일샐러드(마요네즈),59.8,0.3255,3.8150000000000004,6.7115,0.675,10.25,0.10250000000000001,23.35,3.12499999975,0.028650000000000002,0.01215,11.1025,1965.085,291.11449999999996
S과일샐러드(요거트드레싱),36.0,1.684,1.168,5.0,0.8400000000000001,46.39999999999999,0.049,13.9,18.8666666666,0.017300000000000003,0.0493,4.978,26.384,4.0489999999999995
S단호박샐러드,37.94,0.905,0.657,8.165000000000001,2.5,17.310000000000002,0.195,3.66,158.41666665,0.0171,0.08430000000000001,6.144,96.478,41.25
S단호박샐러드(마요네즈),66.99,0.6475,4.1075,7.9335,2.5,7.01,0.2175,23.16,153.6458333165,0.016149999999999998,0.07050000000000001,6.065,2050.455,331.332
S마카로니채소샐러드,133.14700000000002,3.2237999999999998,3.8941000000000003,20.1668,0.19,3.9210000000000003,0.39620000000000005,58.543,23.97766666815,0.03571,0.01992,0.7135,1965.9155,291.5775
S바나나사과키위샐러드(요거트드레싱),83.55,1.338,0.6945,20.032,1.995,26.5,0.433,5.1,8.191666666300002,0.0591,0.06615,21.5955,25.397000000000002,6.5385
S바나나사과키위샐러드(마요네즈),147.64999999999998,0.921,7.875500000000001,20.339000000000002,1.895,14.4,0.485,46.7,3.7499999993,0.059300000000000005,0.05645,21.4635,3940.3070000000002,586.9454999999999
S블루베리고구마샐러드,103.39,1.3595,0.8985,22.66,1.8,37.11,0.28200000000000003,12.56,15.40833333355,0.0403,0.07375000000000001,3.7575000000000003,44.472500000000004,7.119999999999999
S(우유제외)블루베리고구마샐러드,108.64,1.3920000000000001,1.0110000000000001,23.745,2.0250000000000004,14.61,0.37450000000000006,22.81,1.65833333355,0.0503,0.038000000000000006,3.5975,403.265,49.6
S사과샐러드(마요네즈),62.05,0.1505,3.7975000000000003,7.5015,1.35,3.0,0.0775,23.1,1.7708333330000001,0.00115,0.011899999999999999,0.705,1968.815,291.387
S연두부샐러드(오리엔탈드레싱),31.536999999999995,1.9802199999999999,1.46836,2.56929,0.0367,17.273999999999994,0.55794,100.28799999999998,3.763833333334,0.05977100000000001,0.051132000000000004,0.20972000000000002,76.24348,2.1280000000000006
S오이당근스틱,6.75,0.33599999999999997,0.022500000000000003,1.512,0.5700000000000001,6.300000000000001,0.07200000000000001,3.9000000000000004,69.71250000495,0.005849999999999999,0.0144,2.1405,13.6815,2.2065
S오이스틱,4.2,0.366,0.006,0.915,0.21,5.4,0.06,0.9,1.5249999999,0.0006,0.0102,3.375,2.457,2.0429999999999997
S으깬견과류고구마샐러드(요거트),119.82,3.0479999999999996,2.6168,21.1458,1.976,70.65,0.3388,21.999999999999996,24.9583333335,0.04114,0.09888,4.088,302.3922,8.3438
S으깬견과류고구마샐러드(마요네즈),376.21999999999997,1.3800000000000001,31.3408,22.3738,1.576,22.250000000000004,0.5468,188.4,7.1916666655,0.04194,0.06008000000000001,3.56,15962.032200000001,2329.9718
S참외샐러드,48.614000000000004,1.1328,3.065,4.863300000000001,1.0,15.231999999999998,0.31089999999999995,101.988,1.2282500000149998,0.030940000000000002,0.06611999999999998,0.39799999999999996,544.1625,13.209850000000001
S채소스크램블에그,59.74699999999999,4.149800000000001,3.5549,2.3279,0.24,29.210999999999995,0.5898,111.45,69.30266666834999,0.02921,0.16076999999999997,0.524,1035.2912999999999,12.028899999999998
S(우유제외)채소스크램블에그,60.24699999999999,4.2818000000000005,3.5828999999999995,2.2449000000000003,0.24,19.610999999999997,0.6548,121.35000000000001,63.80266666835,0.03111,0.14856999999999998,0.44499999999999995,1027.9133,11.268899999999999
S토마토두부샐러드,53.89,2.3758999999999997,2.9656999999999996,4.5743,1.206,16.19,0.4252000000000001,96.43999999999998,7.21416666734,0.02043,0.09676000000000001,12.2415,659.8221000000001,95.4567
S파프리카스틱,10.4,0.364,0.052000000000000005,2.568,0.64,2.4,0.14800000000000002,0.0,11.266666668000001,0.005600000000000001,0.0592,36.7,20.84,11.723999999999998
S푸실리샐러드,68.85,2.1005000000000003,0.08500000000000002,14.404999999999998,0.535,3.2,0.26350000000000007,53.849999999999994,6.920833333350001,0.025150000000000002,0.029249999999999998,11.434000000000001,11.6505,3.1254999999999997
S고구마쉐이크,175.5,4.847,4.723,28.202,2.1,166.7,0.28,53.9,78.5416666665,0.0594,0.2393,8.786,138.737,15.75
S(우유제외)고구마쉐이크,182.5,6.695,5.115,27.04,2.1,32.3,1.19,192.5,1.5416666665,0.08600000000000001,0.0685,7.68,35.445,5.11
S떠먹는요구르트(100ml),70.0,5.18,3.84,3.36,1.0,141.0,0.03,46.0,59.0,0.021,0.145,1.32,78.0,12.77
S바나나쉐이크,181.5,5.720000000000001,5.08,30.235,1.9,176.5,0.365,54.0,84.583333333,0.0805,0.318,7.125,135.42000000000002,21.16
S(우유제외)바나나쉐이크,189.0,7.699999999999999,5.5,28.990000000000002,1.9,32.5,1.34,202.5,2.083333333,0.109,0.135,5.94,24.75,9.76
S복숭아호두스무디,138.6,4.3255,6.951499999999999,16.406000000000002,2.415,120.25,0.2625,36.15,55.30833333335,0.04094999999999999,0.1945,2.4699999999999998,2154.7850000000003,587.6134999999999
S(우유제외)복숭아호두스무디,143.6,5.6455,7.2315000000000005,15.576,2.415,24.25,0.9125,135.15,0.30833333335,0.059949999999999996,0.0725,1.68,2081.005,580.0134999999999
S블루베리바나나쉐이크,213.0,5.617,10.633,27.028000000000006,3.61,130.7,0.6110000000000001,36.3,57.7666666667,0.0653,0.31379999999999997,4.354000000000001,4252.95,1169.495
S(우유제외)블루베리바나나쉐이크,225.0,5.936999999999999,10.463,30.258000000000003,5.01,136.7,1.081,65.3,2.7666666667,0.0673,0.16979999999999998,3.9040000000000004,5698.6900000000005,1314.585
S수제딸기우유,148.0,6.5600000000000005,6.739999999999999,15.510000000000002,0.0,229.5,0.30000000000000004,78.5,110.0,0.057,0.334,37.08,147.56,15.2
S(우유제외)수제딸기두유,158.0,9.200000000000001,7.3,13.850000000000001,0.0,37.5,1.5999999999999999,276.5,0.0,0.095,0.09,35.5,0.0,0.0
S수제바나나우유,107.0,3.63,3.3699999999999997,16.5,0.95,116.5,0.195,36.0,56.0416666665,0.0455,0.1995,3.7600000000000002,86.155,12.48
S(우유제외)수제바나나두유,112.0,4.95,3.65,15.670000000000002,0.95,20.5,0.845,135.0,1.0416666665,0.0645,0.0775,2.97,12.375,4.88
S수제블루베리바나나우유,120.3,4.8950000000000005,5.017,14.26,1.09,172.9,0.173,54.0,83.3583333334,0.0415,0.2898,1.7790000000000001,122.82000000000001,17.326
S(우유제외)수제블루베리바나나우유,151.8,5.090000000000001,5.692,20.769999999999996,2.4400000000000004,37.9,0.728,115.5,0.8583333334,0.10149999999999999,0.0753,0.8190000000000001,2275.5750000000003,272.20599999999996
S수제블루베리우유,166.0,6.5725,6.7075,20.4875,2.25,232.75,0.27249999999999996,72.0,111.62500000025,0.05475000000000001,0.42225,1.58,171.7475,27.575
S(우유제외)수제블루베리우유,190.0,7.2124999999999995,6.3675,26.947499999999998,5.05,244.75,1.2125,130.0,1.62500000025,0.05875,0.13425,0.68,3063.2275,317.755
S요구르트,52.0,1.032,0.016,12.184000000000001,0.48,36.0,0.016,13.6,0.0,0.012,0.0512,0.36800000000000005,0.536,0.0
S우유(100ml),65.0,3.08,3.32,5.53,0.0,113.0,0.05,36.0,55.0,0.021,0.162,0.79,73.78,7.6
S우유(150ml),97.5,4.62,4.98,8.295,0.0,169.5,0.075,54.0,82.5,0.0315,0.243,1.185,110.67,11.4
S우유(200ml),130.0,6.16,6.64,11.06,0.0,226.0,0.1,72.0,110.0,0.042,0.324,1.58,147.56,15.2
S고칼슘우유(100ml),63.0,2.98,2.77,6.53,0.0,205.0,1.19,37.0,171.0,0.163,0.134,0.46,64.38,6.19
S고칼슘우유(150ml),94.5,4.47,4.155,9.795,0.0,307.5,1.785,55.5,256.5,0.2445,0.201,0.69,96.57,9.285000000000002
S고칼슘우유(200ml),126.0,5.96,5.54,13.06,0.0,410.0,2.38,74.0,342.0,0.326,0.268,0.92,128.76,12.38
S우유미숫가루,166.875,6.798,5.802250000000001,22.2195,1.92,177.7,0.67675,54.925,82.5,0.0357,0.3288,1.185,506.1225,76.90050000000001
S(우유제외)두유미숫가루,174.375,8.777999999999999,6.222250000000001,20.9745,1.92,33.7,1.65175,203.425,0.0,0.0642,0.1458,0.0,395.4525,65.5005
S고칼슘두유(190ml),130.91000000000003,6.042000000000001,5.035,0.0,0.0,201.4,0.7143999999999999,285.0,0.0,0.32300000000000006,0.32300000000000006,20.9,0.0,0.0
S토마토쉐이크,74.64,1.8332,0.2121,17.7205,3.2319999999999998,32.870000000000005,0.2387,10.87,34.833333337000006,0.02537,0.10398999999999997,15.921199999999999,101.91989999999997,7.385
S호두두부쉐이크,144.54999999999998,7.0855,8.107999999999999,11.318,1.4949999999999999,120.25,0.787,29.400000000000002,44.10833333335,0.031950000000000006,0.24500000000000002,0.632,3085.8250000000003,734.1775
S(우유제외)호두두부쉐이크,148.54999999999998,8.141499999999999,8.331999999999999,10.654,1.4949999999999999,43.45,1.307,108.6,0.10833333334999999,0.04715,0.1474,0.0,3026.8010000000004,728.0975
S호두우유,163.55,6.96,10.059999999999999,11.585,0.0,229.95,0.265,74.35,110.09583333335,0.051500000000000004,0.3385,1.58,147.56,15.2
S(우유제외)호두두유,173.55,9.600000000000001,10.620000000000001,9.925,0.0,37.95,1.565,272.35,0.09583333335000001,0.0895,0.0945,0.0,0.0,0.0
S검은깨두유(100ml),77.0,3.4,3.15,8.76,1.4,119.0,0.52,65.0,0.0,0.023,0.018,0.34,1519.52,152.69
S검은깨두유(150ml),115.5,5.1,4.725,13.14,2.1,178.5,0.78,97.5,0.0,0.034499999999999996,0.026999999999999996,0.5100000000000001,2279.28,229.035
S검은깨두유(200ml),154.0,6.8,6.3,17.52,2.8,238.0,1.04,130.0,0.0,0.046,0.036,0.68,3039.04,305.38
S검은콩두유(100ml),86.0,3.21,3.77,9.87,0.9,23.0,0.42,77.0,0.0,0.061,0.019,0.15,1508.95,177.52
S검은콩두유(150ml),129.0,4.815,5.655,14.804999999999998,1.35,34.5,0.63,115.5,0.0,0.0915,0.0285,0.225,2263.425,266.28
S검은콩두유(200ml),172.0,6.42,7.54,19.74,1.8,46.0,0.84,154.0,0.0,0.122,0.038,0.3,3017.9,355.04
S과일연두부스무디,60.25,1.9009999999999998,1.1460000000000001,11.1435,0.54,22.6,0.54,2.2,1.9166666666,0.07835000000000002,0.0158,8.882,2.984,0.218
S두유(100ml),70.0,4.4,3.6,4.7,0.0,17.0,0.7,135.0,0.0,0.04,0.04,0.0,0.0,0.0
S두유(150ml),105.0,6.6,5.4,7.05,0.0,25.5,1.05,202.5,0.0,0.06,0.06,0.0,0.0,0.0
S두유(200ml),140.0,8.8,7.2,9.4,0.0,34.0,1.4,270.0,0.0,0.08,0.08,0.0,0.0,0.0
S베지밀,140.0,8.8,7.2,9.4,0.0,34.0,1.4,270.0,0.0,0.08,0.08,0.0,0.0,0.0
S콩두유,114.0,9.68,5.14,7.48,2.2,54.0,1.24,310.0,0.0,0.022,0.078,0.04,2747.72,475.7
S간장닭강정,92.28099999999999,7.225999999999999,3.6702200000000005,6.688419999999999,0.21100000000000002,9.839,0.30226000000000003,289.902,9.311,0.06607,0.094178,0.1186,2211.2162999999996,15.5872
S닭강정,101.41599999999998,7.1027499999999995,3.6754700000000007,9.08072,0.387,10.389000000000001,0.26636000000000004,314.762,11.252666666500001,0.066425,0.064333,0.5726,2213.7525499999997,15.5872
S동태전,53.88699999999999,5.6973,2.0509500000000003,2.53255,0.075,18.281,0.18844999999999998,126.78800000000001,9.511,0.036469999999999995,0.07113,0.0003,1112.6551499999998,7.597449999999999
S두부,38.8,3.8479999999999994,1.8519999999999999,1.5,1.16,25.6,0.616,0.4,0.0,0.0128,0.0716,0.0,954.316,155.028
S삶은달걀(30g),42.9,4.1819999999999995,2.391,0.657,0.0,15.6,0.531,42.0,16.925000000999997,0.0219,0.1665,0.0,347.93699999999995,9.456
S삶은달걀(50g),71.5,6.97,3.985,1.095,0.0,26.0,0.885,70.0,28.208333335,0.0365,0.2775,0.0,579.895,15.76
S스크램블에그(버터),59.269999999999996,3.8977999999999997,4.0178,1.3357,0.0,21.65,0.5435,108.494,54.028333333999996,0.024449999999999996,0.14972,0.0395,362.4958,11.14
S(우유제외)스크램블에그(마가린),58.58,3.956,3.8392,1.4992,0.0,16.93,0.5754,119.164,42.6716666666,0.0254,0.1429,0.0,410.518,16.793999999999997
S스크램블에그,56.847,4.0513,3.5464,1.6424,0.0,27.260999999999996,0.5658,110.15,46.311,0.025609999999999997,0.15711999999999998,0.079,1030.2703,11.585899999999999
S(우유제외)스크램블에그,57.347,4.1833,3.5744,1.5594000000000001,0.0,17.660999999999998,0.6308,120.05,40.811,0.027509999999999996,0.14492,0.0,1022.8923,10.825899999999999
S시금치스크램블에그,60.147,4.3613,3.5964,2.2424000000000004,0.0,31.261,0.8258,115.55,70.27766666999999,0.03761,0.19111999999999998,6.079,1030.2703,11.585899999999999
S(우유제외)시금치스크램블에그,60.647,4.4933000000000005,3.6243999999999996,2.1594,0.0,21.660999999999998,0.8908,125.45,64.77766666999999,0.03951,0.17892,6.0,1022.8923,10.825899999999999
S연두부+양념장,50.233999999999995,3.0920699999999997,2.54887,3.52096,0.0417,29.133,0.89108,51.413999999999994,0.37300000000100003,0.09923,0.03718900000000001,0.06845,244.59474999999998,3.2273700000000005
S치즈스크램블에그,80.14699999999999,5.619300000000001,5.344399999999999,1.7064000000000001,0.0,78.561,0.5698,199.34999999999997,48.777666667,0.029409999999999995,0.15792,0.007000000000000001,1044.7183,25.1839
S치즈스틱,136.0,11.208,8.7546,2.1562,0.0,382.8,0.05380000000000001,169.62,19.533333332,0.011200000000000002,0.1308,0.024,1501.5386,55.4158
S토마토스크램블에그,82.19699999999999,4.9052999999999995,4.30305,6.13295,1.47,39.910999999999994,0.8277499999999999,115.455,90.71099999999998,0.04205999999999999,0.22612,8.077499999999999,1424.5199499999999,18.65585
S(우유제외)토마토스크램블에그,82.94699999999999,5.1033,4.3450500000000005,6.00845,1.47,25.511,0.9252499999999999,130.305,82.46099999999998,0.04490999999999999,0.20782,7.959,1413.4529499999999,17.51585
S(가공)소고기스프,60.9,1.695,1.545,10.065,0.0,1.5,0.12,544.05,0.0,0.0585,0.021,0.0,0.0,0.0
S(가공)크림스프,66.45,1.02,2.385,10.214999999999998,0.0,3.3,0.0,454.8,0.0,0.045,0.0225,0.0,0.0,0.0
S가지두부죽,114.304,2.7315,1.7625799999999998,20.90568,0.6950000000000001,11.146,0.5394,69.48599999999999,0.744333333204,0.06595000000000001,0.048190000000000004,0.0,738.034,45.165839999999996
S가지죽,104.604,1.7695,1.29958,20.53068,0.405,4.746,0.3854,69.386,0.744333333204,0.06275,0.030290000000000004,0.0,499.455,6.4088400000000005
S감자된장죽,113.734,2.0388,1.37358,22.32808,0.508,4.406000000000001,0.4537,45.732,0.094333333254,0.07238,0.01826,1.6885,537.8756,12.52654
S감자우유죽,127.50399999999999,3.169,2.94308,21.26268,0.49000000000000005,60.596,0.40340000000000004,87.28599999999999,27.585999999953998,0.06725,0.09043999999999999,2.2655,538.5155,10.53284
S(우유제외)감자두유죽,130.004,3.829,3.08308,20.84768,0.49000000000000005,12.596,0.7283999999999999,136.786,0.08599999995400001,0.07675000000000001,0.029439999999999997,1.8705,501.6255,6.73284
S감자죽,95.684,1.6656000000000002,1.28948,18.63158,0.608,4.816,0.38830000000000003,69.826,14.992666667604,0.058010000000000006,0.014750000000000001,1.8226,504.0236,9.10934
S감자찹쌀죽,113.20400000000001,2.0015,1.30108,22.378680000000003,0.405,3.396,0.5234000000000001,69.036,0.060999999954,0.0575,0.01589,1.5765,500.7555,6.68484
S감자채소죽,98.63399999999999,1.8671000000000002,1.30148,19.281579999999998,0.848,7.516,0.4383,70.12599999999999,16.101000000954,0.061410000000000006,0.02245,3.5751,506.4081,12.26434
S감자치즈죽,97.55,2.5195,1.151,18.4705,0.405,34.129999999999995,0.3519,115.344,4.0500000001,0.05795,0.016550000000000002,1.58,12.2135,7.455000000000001
S검은깨죽,151.14,3.8935000000000004,4.9532,22.7845,2.464,127.89,0.9634,69.194,0.45916666661999994,0.13186,0.04338999999999999,0.0,2181.3956999999996,21.1673
S검은콩죽,136.639,5.468,2.18397,22.92148,2.08,21.924999999999997,0.9527500000000002,74.23,0.5879166665850001,0.0743,0.07355,0.672,1034.32325,138.20935000000003
S검정콩두유죽,153.05,6.788,2.766,24.33,2.08,26.75,1.1540000000000001,42.6,0.58333333325,0.0863,0.0852,0.672,826.217,135.53900000000002
S게맛살죽,122.354,3.2885,1.3185799999999999,23.35218,0.24,36.916000000000004,0.49,122.292,23.086000001604,0.0656,0.027489999999999997,0.44499999999999995,504.476,6.851840000000001
S게살죽,115.58399999999997,3.9725,1.39758,20.711180000000002,0.24,22.796,0.49540000000000006,107.02600000000001,23.099333334944,0.093,0.09578999999999999,0.6649999999999999,504.926,7.0018400000000005
S게살채소스프,100.42999999999999,7.4127,4.853199999999999,5.9488,0.4600000000000001,43.63,0.7514000000000001,89.1,79.51750000269999,0.07880000000000001,0.26148,0.7474999999999999,407.7972,14.9115
S(우유제외)게살채소스프,99.02,7.401,4.564299999999999,6.2562999999999995,0.4600000000000001,43.75,0.7505000000000001,97.67999999999999,66.6075000016,0.07880000000000001,0.26039999999999996,0.7474999999999999,485.36400000000003,23.9625
S게살치즈죽,123.485,4.8865,1.76145,20.8847,0.24,53.215,0.46725000000000005,85.78,27.062916668435,0.09555,0.10300000000000001,0.44849999999999995,224.49025,10.442350000000001
S견과죽,128.82,2.7673,3.7584999999999993,20.7153,0.636,15.299999999999999,0.5428999999999999,69.46400000000001,0.19083333327000002,0.05978,0.05984,0.0,1631.3571,344.5674
S고구마두부죽,105.39999999999999,2.3935,0.5595,21.8535,0.6950000000000001,10.13,0.4819,69.944,0.46666666665,0.05895000000000001,0.025949999999999997,1.068,244.936,39.5805
S고구마스프,123.14699999999999,2.3948,5.842600000000001,14.8598,0.8450000000000001,63.010999999999996,0.1929,87.49000000000001,54.2568333351,0.03516,0.09122,2.4155,150.525,15.4545
S(우유제외)고구마스프,123.297,3.0353000000000003,5.501099999999999,14.957299999999998,0.8450000000000001,15.210999999999999,0.5164,151.29000000000002,5.2401666666,0.04466,0.02842,2.0205,242.913,26.7395
S고구마죽,106.70399999999998,1.4315,1.29158,21.48018,0.405,4.246,0.34890000000000004,70.036,0.477666666654,0.05575000000000001,0.00889,1.068,505.812,7.232340000000001
S고구마청경채죽,107.704,1.5725,1.30058,21.64418,0.525,12.946,0.3869,71.73599999999999,6.752666666654,0.06255000000000001,0.01319,2.9190000000000005,506.405,11.440339999999999
S고구마타락죽,128.2,2.9715,1.7565,24.2435,0.405,60.23,0.35290000000000005,87.84400000000001,27.96666666665,0.06625,0.08905,1.463,43.247,4.6235
S(우유제외)고구마타락죽,130.7,3.6315,1.8965,23.828500000000002,0.405,12.23,0.6779,137.344,0.46666666665,0.07575000000000001,0.02805,1.068,6.357,0.8235000000000001
S근대된장죽,108.834,2.1053,1.40408,21.14908,0.703,11.906,0.4677,71.682,39.30266666160401,0.08113000000000001,0.03496,1.2814999999999999,543.5926000000001,27.405539999999995
S근대죽,107.354,1.9655,1.33358,21.05418,0.645,11.645999999999999,0.4499,96.63600000000001,61.16099999660401,0.0752,0.025689999999999998,1.165,509.846,19.77134
