,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
돌나물무침,46.881,1.2499799999999999,3.32103,3.56019,1.0593,68.11200000000001,0.94992,144.846,37.434499998534,0.12463499999999998,0.127326,33.588,1388.6844,29.666280000000004
돌나물부추무침,61.935,1.3773,3.3187499999999996,7.43925,1.6875,67.61999999999999,1.014,146.59499999999997,81.09750000051001,0.130605,0.17256,33.3735,1417.5111,35.0709
돌나물사과무침,56.331,1.1367299999999998,3.32103,6.2301899999999995,1.1493,53.412,0.90417,144.62099999999998,30.853249998834,0.10348499999999998,0.126501,25.3245,1389.3204,28.651530000000005
돌나물오이무침,60.660000000000004,1.2925499999999999,3.27225,7.26825,1.77,53.21999999999999,0.49124999999999996,146.82,74.378750000685,0.08470500000000002,0.16258499999999998,27.055500000000002,1417.8366,34.6884
돌나물유자청무침,41.925,0.9031500000000001,0.0456,9.856050000000002,0.7710000000000001,77.01,0.43425,148.11,89.08500000279,0.12485999999999998,0.10378499999999999,48.05865000000001,17.548650000000002,10.52175
돌나물초무침,46.550999999999995,0.8731799999999998,3.21768,4.18554,0.6753,104.45700000000001,0.53307,88.77600000000001,55.019499996759,0.157485,0.05864099999999999,56.69474999999999,1341.5932500000001,32.51523
돌나물흑임자샐러드,69.6105,1.76505,5.64978,3.77103,1.4055,160.2615,0.69339,92.607,48.200249998101,0.16362000000000002,0.16673700000000002,56.69474999999999,2625.12993,286.03232999999994
동부묵무침,38.002500000000005,0.184575,1.4951999999999999,5.9427,0.020250000000000004,4.815,0.291825,194.28,0.563125000005,0.0021750000000000003,0.0108525,0.200775,624.6922500000001,8.33205
동초무침,64.365,2.87475,4.58505,4.0722000000000005,2.352,141.00000000000003,1.1452499999999999,157.035,121.49250001752,0.05883,0.14712,23.2575,1859.5498499999999,110.457
두부들깨무침,90.14999999999999,5.283899999999999,6.263399999999999,3.0657,1.9889999999999999,42.57,1.0266,144.45,0.11000000001,0.02616,0.15414,0.0,2477.4246000000003,933.0027000000001
두부열무나물,72.045,4.7067,4.820550000000001,2.6176500000000003,1.7009999999999998,96.94500000000001,1.4592,94.2,102.30124998500999,0.032834999999999996,0.13899,3.4678500000000003,2151.98895,212.38035
들깨무나물,52.434,1.073115,4.228635,2.8849500000000003,0.9961500000000001,25.816499999999998,0.40296,49.626,0.834374999835,0.042631499999999996,0.04000050000000001,4.01628,1417.288365,764.0674500000001
땅콩우엉무침,73.341,3.2342400000000007,3.7030499999999997,7.854855,2.21265,20.9205,0.45186,145.617,0.03425000002499999,0.0138675,0.10174799999999999,0.183,1383.7182,5.51487
마늘쫑무침,38.096999999999994,1.14324,0.34959,9.98274,2.5930499999999994,28.912500000000005,0.31485,45.0465,23.9312499999495,0.014499,0.0564705,23.294249999999998,138.71295,5.0634
마카로니샐러드,149.625,3.3817500000000003,5.7975,20.402999999999995,0.7275,12.375,0.4545,36.75,5.049999999900001,0.038775,0.03997499999999999,19.79775,2953.37175,445.932
마카로니오이샐러드,150.675,3.47325,5.799,20.631749999999997,0.78,13.725000000000001,0.4695,36.975,5.431249999875,0.038924999999999994,0.042525,20.6415,2953.986,446.44275000000005
마카로니채소샐러드(마요네즈),142.7205,3.0057,5.78115,18.6852,0.28500000000000003,5.581499999999999,0.39930000000000004,87.51450000000001,35.966500002225004,0.034065,0.022379999999999997,1.07025,2948.87325,437.36625
마카로니채소샐러드(요거트드레싱),105.6,3.9419999999999997,0.702,20.12925,0.855,29.099999999999998,0.4035,9.9,46.81875000270001,0.0402,0.05775,17.911499999999997,27.485249999999997,9.387749999999999
마카로니채소샐러드(토마토소스),92.6955,3.0799499999999997,0.1224,18.840449999999997,0.3675,5.4315,0.42555000000000004,70.8645,37.872750002475,0.03909,0.024780000000000003,1.07025,10.44075,1.62825
맛살양상추샐러드,72.375,2.7667499999999996,3.6712499999999997,7.371,0.78,56.925,0.366,237.59999999999997,37.98125000250001,0.07072500000000001,0.043125,8.5215,10.097249999999999,2.48475
매쉬드포테이토,100.40204999999999,3.9331950000000004,5.9196149999999985,7.926945000000001,1.215,103.12215000000002,0.285825,292.86839999999995,42.7766500005,0.0373665,0.051783,4.785,102.19049999999999,31.515
매콤숙주미나리무침,21.585,1.3179750000000001,0.9329249999999999,2.7549,1.8615,14.295,0.2562,38.7375,21.435624999652497,0.0411975,0.10103999999999999,3.8085,410.051625,23.669175000000003
매콤숙주오이무침,32.125499999999995,1.3114649999999999,0.40851000000000004,6.85467,1.89825,15.035999999999998,0.30679500000000004,103.27199999999999,20.371624998999003,0.033405,0.11612249999999999,5.5066049999999995,216.95525999999995,15.660180000000002
매콤콩나물무침,26.814,2.6681399999999997,1.13922,2.9687400000000004,1.4126999999999998,26.660999999999998,0.43770000000000003,15.116999999999999,9.538249999491,0.06657,0.082374,0.95565,553.27563,67.48233
머위나물,30.697499999999998,1.2807,2.3177250000000003,1.6768500000000002,1.4565,55.74,0.6105,47.370000000000005,127.5899999999325,0.007222500000000001,0.049964999999999996,1.3959,952.5897,54.04859999999999
머윗대나물,54.6915,0.35153999999999996,2.2970850000000005,9.1908,0.048900000000000006,31.089,0.69171,182.82600000000002,8.1524999999325,0.0180765,0.038193,3.81498,937.71789,12.57885
머윗대들깨나물,78.5415,1.37214,4.0853850000000005,10.5075,1.0389,48.684,1.04001,182.871,8.2762499999325,0.03396149999999999,0.072348,3.81498,1170.49029,1126.44
모듬쌈,11.475,0.6255,0.0855,2.5919999999999996,1.4849999999999999,31.5,0.42074999999999996,9.9,19.743750000675,0.032625,0.077175,4.401,3.49875,6.8355
모듬과일샐러드,57.78,0.7638,2.664,8.528400000000001,1.125,16.125,0.1875,17.835,10.26249999975,0.021015,0.036614999999999995,7.5600000000000005,1194.3704999999998,177.69795
(우유제외)모듬과일샐러드(마요네즈),84.525,0.42075,5.78025,8.565750000000001,1.05,6.45,0.21000000000000002,35.175,6.4937499996,0.020475,0.027899999999999998,7.461,2953.74,438.49800000000005
모듬버섯나물,31.076999999999998,1.23198,2.38125,3.0660450000000004,1.2100499999999998,3.87,0.3592950000000001,47.379000000000005,0.541624999932,0.059843999999999994,0.104391,0.32898,976.9474650000001,12.836115
모듬채소겉절이,37.35,1.33005,0.32355,8.3088,2.5574999999999997,28.605000000000004,0.5309999999999999,152.715,66.43875000195001,0.04173,0.19078499999999998,4.44525,167.05634999999998,16.52955
무나물,36.0015,0.36481500000000006,3.04446,1.87575,0.33315,15.008999999999997,0.278835,104.307,0.8718749998349999,0.03155399999999999,0.0148155,3.9917549999999995,405.88568999999995,1866.3445500000003
무말랭이,90.765,3.5311950000000003,1.013115,17.04429,6.70395,81.65100000000001,1.2858299999999998,211.8945,4.930749999826501,0.13704149999999998,0.1340115,13.846079999999999,410.91834,22.87713
무말랭이무침,64.365,1.9933499999999997,1.6581,10.5633,3.978,44.62500000000001,0.7873499999999999,108.555,10.486249999545002,0.0774,0.10034999999999998,7.570950000000001,705.9717,22.4025
무몰무침,32.22,0.7056,1.6837499999999999,4.450800000000001,0.7905,41.86500000000001,0.48405,2.7,9.342499999380001,0.02853,0.05022,2.7525,711.846,17.08845
무미역무침,21.162,0.63048,0.5743499999999999,4.049535,0.6528,16.228499999999997,0.19347,103.56899999999999,20.680999999650005,0.0376875,0.0500835,2.4420750000000004,245.8284,9.88854
무미역생채,24.0975,0.81705,1.5816750000000002,2.6604,0.135,39.42,0.31522500000000003,138.8625,35.52624999993,0.026999999999999996,0.04173,5.0265,629.8765500000001,10.218300000000001
무사과무침,74.28,0.9484500000000002,3.27435,11.20035,1.9020000000000001,11.175,0.34259999999999996,146.57999999999998,39.45750000058501,0.032670000000000005,0.14767499999999997,2.0469,1418.5665,30.014400000000002
무생채,9.798000000000002,0.39171000000000006,0.07282499999999999,2.1797999999999997,0.43800000000000006,12.466499999999998,0.112575,103.99049999999998,2.015749999725,0.032624999999999994,0.019236,3.8890799999999994,28.777139999999996,6.229979999999999
무채무침,17.955,0.39630000000000004,0.50457,3.2057700000000002,0.2745,12.767999999999999,0.1446,103.149,0.127749999876,0.02565,0.021554999999999998,2.9304,134.994,5.28096
무초절임,18.39,0.2841,0.0408,4.521,0.27,10.739999999999998,0.0858,153.9465,0.14999999985,0.026999999999999996,0.02727,3.303,11.1156,4.4145
물미역무초무침,8.586,0.864975,0.08328,2.1499800000000002,0.12000000000000001,37.557,0.299415,174.033,35.8337499999,0.023745000000000002,0.050022000000000004,4.52925,4.408049999999999,1.8463500000000002
미나리나물,16.341,1.04922,0.5657099999999999,2.4821100000000005,1.8897,26.460000000000004,0.23223,103.476,42.13725,0.011889,0.114309,1.9623299999999997,233.94759,37.75899
미나리무생채,26.001,0.9849300000000001,0.45873,5.32119,1.9233,20.457,0.29381999999999997,3.441,30.573249998874,0.03942,0.120201,3.303,235.79474999999996,25.17408
미나리무침,20.0985,1.02813,1.0135049999999999,2.4027900000000004,1.8798,26.629500000000004,0.237645,103.542,42.1413750000015,0.011535,0.113796,1.9267499999999997,421.068525,40.162304999999996
미나리사과무침,73.71000000000001,1.27605,3.3179999999999996,10.770750000000001,2.595,18.345,0.40275000000000005,147.495,71.18500000160999,0.028155,0.18928499999999998,1.77,1439.56935,43.73115000000001
미나리숙주나물,18.470999999999997,1.196505,0.9422549999999998,1.91109,1.3383,15.671999999999999,0.20202,38.5485,12.235125000151498,0.0358275,0.077451,3.8085,386.165025,18.785055
미나리초무침,26.428500000000003,1.14183,1.048605,4.01619,1.9518,27.079500000000003,0.27514500000000003,61.611,47.1838749990015,0.011535,0.119376,1.9267499999999997,439.696425,41.879205
미니새송이버섯무침,27.87,1.89675,1.57785,4.19955,1.5465,2.4450000000000003,0.27465,146.88000000000002,0.013750000005,0.02112,0.18627,0.0,672.71325,8.011050000000001
미역나물,26.295,1.8495,1.6513499999999999,3.1758,0.024000000000000004,79.61999999999999,0.6526500000000001,463.98,82.701250000005,0.03267,0.12327,7.875,624.31875,8.011050000000001
미역매실청무침,39.9,1.8650999999999998,1.6521,6.5565,0.0465,80.085,0.66915,464.15999999999997,82.701250000005,0.035219999999999994,0.127245,7.91775,624.3733500000001,8.011050000000001
미역무침,48.405,2.2389,3.8218499999999995,3.50535,0.2355,93.075,0.77475,464.25,82.73125000000499,0.037845,0.1683,7.875,1520.6032500000001,18.59475
미역초무침,10.386000000000001,0.912975,0.07578000000000001,2.6479799999999996,0.28500000000000003,36.357,0.302415,173.58299999999997,35.808749999999996,0.020145000000000003,0.048522,4.31025,3.31905,0.51885
바나나사과키위샐러드,62.699999999999996,1.33425,0.84,13.82925,1.0125,30.674999999999997,0.34349999999999997,7.3500000000000005,10.1499999999,0.050925,0.056624999999999995,18.45675,22.58325,5.8155
(우유제외)바나나사과키위샐러드(마요네즈),105.525,0.633,5.93775,13.807500000000001,0.8624999999999999,11.025,0.38025,35.1,2.39374999965,0.049499999999999995,0.038474999999999995,18.25875,2952.9157499999997,440.163
방풍나물,32.181,1.80492,0.6689100000000001,6.0248099999999996,3.3462,122.06250000000001,0.4510050000000001,50.745000000000005,60.025374982425,0.044311500000000004,0.16322399999999998,30.45348,267.079665,42.773265
배무생채,29.601,0.7584300000000002,0.42723,6.506189999999999,1.6083,13.857,0.24281999999999998,2.691,18.535749998874003,0.03881999999999999,0.097701,3.1665,222.95924999999997,15.16458
배오이생채,64.545,0.8178,3.2632499999999998,8.82405,1.8359999999999999,10.125,0.28125,154.51649999999998,54.053750001435006,0.020085,0.108015,3.37875,1417.3956000000003,29.205150000000003
배추겉절이,35.5725,1.2477900000000002,1.274835,5.52795,1.2999,22.95,0.489135,149.88599999999997,18.614374999027504,0.090129,0.13810799999999998,4.687080000000001,474.451365,17.010075
배추게맛살샐러드,84.6675,3.1786499999999998,4.0710299999999995,9.235830000000004,0.522,81.0315,0.47889,256.3064999999999,35.308750002465,0.07511999999999999,0.084822,5.926500000000001,2046.3552,265.26284999999996
배추나물,37.53000000000001,0.9039,2.9919,2.0451,0.05700000000000001,19.425,0.4434,151.845,2.4437500001849997,0.10707,0.07098,5.6607,1249.9959000000001,17.3061
배추된장무침,19.201500000000003,0.9648000000000001,1.028025,1.9096499999999998,0.0,21.646500000000003,0.542625,157.725,0.22562500017749998,0.12933,0.026295,5.25,312.159375,4.0055250000000004
버섯들깨나물,35.985,2.2683899999999997,2.15088,4.27602,2.1264,19.1955,0.518385,48.309000000000005,0.645874999926,0.0324615,0.13698300000000002,0.13998,393.44341499999996,1116.025635
봄동나물,21.8145,1.2285300000000001,0.911025,2.9664450000000007,1.52355,55.88999999999999,0.520245,72.33900000000001,41.559750001602,0.029529,0.057831,12.441855000000002,349.679565,53.68208999999999
봄동된장나물,23.0625,1.3935,0.947175,2.9605500000000005,1.4175,55.777499999999996,0.679875,176.1,40.5193750017525,0.048,0.055799999999999995,12.222000000000001,320.186625,52.30027499999999
봄동무침,16.47,1.13649,0.392955,2.8678200000000005,1.4304,53.958,0.48868500000000004,123.042,40.530250001758496,0.026491499999999998,0.049788000000000006,12.529605000000002,133.074165,49.89695999999999
봄동부추겉절이,66.36000000000001,1.69755,3.34875,8.40525,2.325,42.044999999999995,1.059,161.82,77.160000002535,0.058230000000000004,0.17698499999999995,8.4015,1417.3341,55.0809
부추겉절이,28.164,1.14351,1.6803,2.67885,0.159,16.587,1.865025,87.5115,6.18012499983,0.08742,0.053811000000000005,2.740455,641.20599,9.653055000000002
부추나물,28.635,1.152645,1.7904149999999999,2.53209,0.0942,18.658499999999997,1.8635549999999999,37.69950000000001,4.342624999929001,0.0871665,0.066969,2.740455,679.9431900000001,9.087855000000001
부추무침,65.13000000000001,1.60095,3.38385,7.990349999999999,1.422,19.424999999999997,1.8095999999999999,147.03,42.395000000535,0.09072000000000002,0.17302499999999996,2.8268999999999997,1410.2565,27.2469
부추배무침,68.73,1.37595,3.3448499999999997,9.22785,1.632,15.375,1.3071,146.57999999999998,41.30750000053501,0.06912000000000001,0.16837499999999997,2.4909,1412.997,27.4209
부추사과무침,74.43,1.3782,3.3478499999999998,10.7886,1.7145,15.899999999999999,1.3265999999999998,146.57999999999998,41.51375000061,0.07054500000000001,0.16664999999999996,2.35365,1413.71475,28.218899999999998
부추양파겉절이,22.737000000000002,1.1225700000000003,0.455715,4.275900000000001,0.5196,15.4965,1.4038049999999997,45.4665,4.627249999986,0.07145099999999999,0.047835,3.7827,145.04715,2.88354
부추양파무침,17.869500000000002,1.024665,0.25444500000000003,3.481665,0.31215,15.8355,1.3468349999999998,87.255,2.747000000049,0.0672285,0.046592999999999996,2.8103700000000003,57.269835,0.65853
부추양파생채,28.055999999999997,1.30608,0.36048,5.71359,1.0143,16.422,1.2083699999999997,145.31099999999998,11.419499999574,0.06493499999999999,0.12528599999999998,2.8230000000000004,136.60649999999998,6.12918
북어채무침,37.4205,7.117725,0.5026349999999999,0.6896850000000001,0.06975,28.474499999999995,0.33525,193.719,0.5207499999254999,0.0207075,0.035565000000000006,0.2424,63.950624999999995,1.36338
브로콜리깨소스무침,107.34,3.0667500000000008,7.6803,8.05665,2.7225,82.2,0.8409000000000001,73.0905,12.354999999855,0.04899,0.19453499999999999,15.314250000000001,3544.2980999999995,313.31055
브로콜리나물,61.552499999999995,2.311125,4.4163,4.23975,2.3055,56.3325,0.658725,37.9275,11.680000000020001,0.0378975,0.09982499999999998,15.314250000000001,1859.46585,54.4185
브로콜리된장무침,52.5975,2.1447000000000003,3.5420249999999998,3.935925,1.73325,30.6,0.730425,151.79999999999995,11.585625000007502,0.0427125,0.10876499999999999,15.314250000000001,1400.522625,49.931925
브로콜리두부무침,78.285,4.993499999999999,4.81395,4.25445,2.4825,42.959999999999994,0.9906,102.996,9.927500000010001,0.02685,0.13357499999999997,13.1265,2156.93925,189.32385
브로콜리무침,60.78,2.2425,4.4163,4.1157,2.2995,56.205000000000005,0.6467999999999999,52.4505,11.680000000020001,0.037605,0.08764499999999999,15.314250000000001,1859.46585,54.4185
브로콜리새우깨무침,81.93,6.765000000000001,4.618799999999999,4.1382,2.2995,73.47,1.2315,62.805,11.680000000020001,0.037605,0.10789499999999999,15.539250000000001,1859.46585,54.4185
브로콜리숙채,16.8,1.6170000000000002,0.105,3.318,1.6275,20.475,0.42,1.575,11.55,0.017325,0.07507499999999999,15.314250000000001,15.902249999999999,32.6235
브로콜리애느타리무침,52.53,2.11425,3.7315499999999995,4.141050000000001,2.145,31.41,0.63135,145.03500000000003,6.738750000015,0.054959999999999995,0.14293499999999998,8.89275,1136.106,959.9761500000001
브로콜리참깨무침,104.385,2.2879500000000004,7.82085,7.40385,2.2995,57.225,0.6754500000000001,73.27050000000001,12.336249999870002,0.03864,0.10762499999999998,15.314250000000001,3624.6853499999997,316.17629999999997
브로콜리초고추장무침,60.135000000000005,1.90125,3.1804499999999996,7.3557,1.8074999999999999,23.19,0.56775,149.20499999999998,24.18374999751,0.017325,0.091125,15.314250000000001,1311.1095,52.937850000000005
브로콜리초무침,25.998,1.5706499999999999,0.25932,5.401244999999999,1.5867000000000002,20.746500000000005,0.40669500000000003,38.7045,15.192374999949001,0.0252165,0.0898515,13.17987,86.66541,30.356295
브로콜리흑임자소스무침,65.1165,2.1189000000000004,4.74255,4.5711,1.929,41.63549999999999,0.5547899999999999,94.2,12.260499999852001,0.020805,0.13661699999999996,15.314250000000001,2205.45678,301.02968999999996
블루베리고구마샐러드,122.235,1.4257499999999999,0.8332499999999999,27.581999999999997,2.295,36.464999999999996,0.34800000000000003,12.39,14.462500000275,0.04755000000000001,0.082275,4.44975,49.28475,8.7165
(우유제외)블루베리고구마샐러드(마요네즈),160.93500000000003,0.8085,5.76,26.819999999999997,2.295,12.540000000000001,0.37800000000000006,38.940000000000005,3.1812500000249995,0.044550000000000006,0.049425,4.272,2974.7167499999996,443.2695
비름나물,40.3575,1.496625,3.13995,2.20725,1.791,71.30250000000001,0.810225,70.4775,100.17125000000999,0.0055425000000000006,0.09723,3.39675,1284.18,89.07059999999998
비름나물된장무침,20.85,1.8153000000000001,0.73212,2.5705200000000006,1.785,76.05300000000001,1.01775,183.903,100.146500000001,0.029580000000000002,0.09318,3.39675,160.40625,74.65070999999999
비름나물무침,19.83,1.7568000000000001,0.62112,2.6167200000000004,1.809,74.373,0.85665,177.663,100.146500000001,0.00795,0.1323,3.39675,160.40625,74.65070999999999
비트무생채,22.365,0.25184999999999996,0.07905000000000001,5.468999999999999,0.225,17.714999999999996,0.9573,163.6965,0.124999999875,0.027075,0.030195,6.5024999999999995,9.2661,3.67875
비트무초절임,14.37,0.36375,0.0339,3.4299000000000004,0.225,9.435,0.23685000000000003,159.7815,0.124999999875,0.023775,0.019934999999999998,4.4775,9.2475,3.67875
사과미나리무침,39.72,0.67875,0.0573,10.005450000000002,1.0845,9.555,0.1809,144.3,13.073750000024999,0.012975,0.108585,1.11825,22.76715,12.5532
사과상추겉절이,71.79,0.7596,3.3069,10.704450000000001,2.3445,21.135,0.50295,99.97500000000001,66.18500000211,0.03861,0.14769,0.64455,1416.0700500000003,28.707900000000002
사과상추무침,70.245,0.69855,3.3,10.4238,2.2335,20.265,0.4946999999999999,107.346,31.722499999635005,0.037485000000000004,0.13951499999999997,0.81,1411.1316000000004,28.1874
사과샐러드,82.725,0.186,5.69475,8.4465,0.6825,3.075,0.10425000000000001,34.65,1.574999999925,0.01065,0.016725,0.64575,2950.10175,438.531
사과샐러드(마요네즈),135.45,1.9455,11.0778,8.7033,1.0935000000000001,21.57,0.45030000000000003,36.855,1.648749999915,0.018465,0.08928000000000001,0.5535,3511.45395,439.3113
사과샐러드(발사믹드레싱),52.2225,0.27795,3.027825,6.291599999999999,0.735,4.74,0.159825,1.2075,4.390000000335001,0.034575,0.028155,15.453,256.85729999999995,26.3988
사과연근샐러드,64.245,0.36869999999999997,3.4297500000000003,8.570100000000002,0.9824999999999999,6.2250000000000005,0.18974999999999997,23.939999999999998,0.999999999975,0.02046,0.030135,4.71375,1776.0727499999998,264.2808
사과오렌지샐러드(요거트드레싱),40.5,1.1099999999999999,0.618,8.415,0.54,31.949999999999996,0.10049999999999999,7.2,11.3750000001,0.04125,0.03525,13.467,16.311,3.2115
(우유제외)사과오렌지샐러드(마요네즈),83.325,0.40875,5.71575,8.39325,0.39,12.3,0.13724999999999998,34.949999999999996,3.61874999985,0.039825,0.017099999999999997,13.269,2946.6434999999997,437.559
사과참외샐러드,59.370000000000005,0.4617,3.4815,7.3176,0.7725,3.15,0.11925,21.24,1.04374999995,0.007485,0.02766,0.81675,1807.50225,265.0968
사과치커리무침,38.82,0.66225,0.0513,9.780450000000002,0.8594999999999999,16.755,0.3924,163.95000000000002,27.948750005025,0.012225000000000001,0.094035,0.88425,13.08765,18.4602
삼색나물,60.885000000000005,2.3445,4.92315,3.5593500000000002,1.2149999999999999,21.21,0.9387,113.886,54.06500000751,0.0864,0.14182499999999998,14.04675,2449.47645,47.25945
삼색나물(고사리),25.653,2.056125,1.144275,2.872635,0.83925,21.7575,0.86892,48.2445,57.745125007999505,0.048303,0.13704,14.22816,521.354445,22.375275
삼색초무침,50.114999999999995,3.129,0.0468,9.9618,0.8175,64.845,0.30794999999999995,231.3855,1.7687499998249998,0.015524999999999999,0.062745,7.776,5.95575,8.878499999999999
상추+쌈장,44.1,1.9770000000000003,0.8564999999999999,7.497000000000001,3.21,52.05,0.984,409.05,46.6875000015,0.0687,0.15569999999999998,0.0,365.73900000000003,50.102999999999994
상추겉절이,34.2675,1.29135,0.413175,7.3218,3.2384999999999997,53.745,1.05795,162.84,64.426875000675,0.07366500000000001,0.29617499999999997,0.079875,157.63469999999998,11.359575
상추달래겉절이,40.725,1.6240499999999995,0.5283000000000001,8.6421,3.666,50.16,1.4239499999999998,158.68500000000003,75.32874999915,0.073665,0.296265,0.10649999999999998,246.39615,26.50215
상추무생채,26.9775,1.0881,0.33202499999999996,5.6552999999999995,1.977,26.28,0.5112,151.55999999999997,31.70562499935,0.053325,0.17748,2.779125,166.1685,14.663475
상추무침,25.641,0.9757650000000002,0.7883549999999999,4.314795,1.95615,51.36900000000001,0.6908850000000001,145.63499999999996,86.33025000350099,0.05982900000000001,0.16438799999999995,0.30828,210.40868999999998,25.55586
상추묵무침,44.05500000000001,1.1415000000000002,0.31094999999999995,9.678449999999998,1.6725,27.57,0.74775,184.48499999999999,59.65125000247501,0.036675,0.15459,2.7657,88.39815,8.36865
상추배생채,67.245,0.72555,3.3,9.5778,2.2635,19.725,0.474,157.74149999999997,31.447499999535005,0.037184999999999996,0.146715,1.269,1412.0016000000003,27.2394
상추부추무침,64.48500000000001,1.4853,3.4072499999999994,7.857750000000001,2.5575,41.22,1.518,157.62,80.54125000250998,0.086205,0.24906,1.3515,1411.4421,27.411900000000003
상추사과무침,49.035,0.9045750000000001,0.3186,11.921999999999997,2.355,19.23,0.4987499999999999,113.4525,32.339374999575,0.03966,0.17454000000000003,0.633375,164.54655,13.303574999999999
상추사과초무침,30.705,0.7534200000000002,0.495405,6.7392,2.9835000000000003,52.254000000000005,0.9166049999999999,115.73400000000001,47.98350000155849,0.060367500000000004,0.17904,0.730605,145.18072499999997,3.00894
상추쌈,9.45,0.5775000000000001,0.1575,1.89,2.0475,49.875,0.84,18.9,45.500000001749996,0.05775,0.16274999999999998,0.0,0.0,0.0
상추쑥갓무침,62.91000000000001,1.51455,3.3779999999999997,7.464,3.0975,55.395,0.93075,189.57,125.26000000251,0.05673,0.25085999999999997,2.5665,1420.5096,46.29390000000001
상추오이무침,29.094,0.9855900000000002,0.95061,4.8315,1.7109,29.536499999999997,0.535035,193.176,30.755000000077498,0.035544,0.13341299999999998,3.588555,394.161315,12.009450000000001
상추유자청무침,39.705000000000005,1.2597,0.3915,8.604,2.958,47.955,0.9776999999999999,161.235,58.131250000425,0.07041000000000001,0.26781,4.6065,157.9869,11.547
상추초무침,17.4225,0.7418999999999999,0.18944999999999998,3.7629,2.1232499999999996,39.5625,0.692775,51.4425,71.76250000350001,0.050715,0.1553325,0.694125,47.023575,3.55125
새송이버섯나물,35.385000000000005,1.15875,3.0477,2.64795,1.0875,2.1,0.19529999999999997,53.125499999999995,0.02750000001,0.01425,0.09960000000000001,0.0,1283.2050000000002,16.022100000000002
새싹채소샐러드,44.595,1.19595,3.5257500000000004,2.7478499999999997,1.0125,20.549999999999997,0.32549999999999996,25.14,3.6124999995000002,0.040035,0.051660000000000005,5.766,1784.646,280.51829999999995
새싹채소샐러드(오리엔탈드레싱),21.474000000000004,1.219125,0.8715299999999999,2.89053,1.0185,19.8585,0.31366499999999997,40.284000000000006,3.0006249996525,0.0393225,0.063492,5.766,80.8317,24.094575
생취나물무침,34.53,1.69905,0.66837,6.65922,2.544,74.898,3.2559000000000005,146.163,100.71524998250099,0.032625,0.31027499999999997,6.7515,175.84125,97.39895999999999
세발나물,37.7325,0.9138750000000001,3.0612,2.013,1.4235,28.252499999999998,0.500475,204.8775,118.98374998250999,0.07799249999999999,0.08673000000000002,1.80075,1263.9885,45.88935
세발나물된장무침,41.07,1.17825,3.1721999999999997,2.33895,1.4175,30.494999999999997,0.6982499999999999,318.735,118.98374998250999,0.10049999999999999,0.08415000000000002,1.80075,1263.9885,45.88935
세발나물무침,61.260000000000005,1.51905,3.3135,7.212750000000001,2.5725,31.394999999999996,0.6877499999999999,312.94500000000005,137.39124998151001,0.09212999999999999,0.20586,1.80075,1420.5666,56.68665
세발나물초무침,62.925,1.6413000000000002,4.43745,5.102549999999999,2.1975,63.3,0.7194,257.295,126.64999998101999,0.09797999999999998,0.09339000000000003,1.80075,1886.8564499999998,54.2376
수박샐러드,131.04,1.27305,5.7786,20.75805,1.1475,13.065,0.36929999999999996,35.865,86.683749995835,0.042644999999999995,0.108075,1.00035,2970.4107,441.94800000000004
숙주나물,12.033,1.04808,0.39732,1.596015,0.95955,10.5765,0.21372000000000002,48.117000000000004,2.4206250001755,0.039009,0.042471,4.2718050000000005,158.31114,7.905225000000001
숙주나물김무침,10.986,1.2111,0.338895,1.56717,0.9045,9.691499999999998,0.2595,112.64399999999999,14.457125000151,0.04624500000000001,0.05349000000000001,4.525125,129.9252,6.551385000000001
숙주나물무침,10.1175,0.94269,0.326505,1.34487,0.9144,7.278,0.12996,102.945,0.394625000151,0.03759900000000001,0.032193000000000006,3.8632050000000002,130.09989,6.551385000000001
숙주당근나물,13.383,0.99483,0.40331999999999996,1.947765,1.06455,11.4015,0.21822,49.542,36.864375002650505,0.036534,0.04277100000000001,3.955305,163.86488999999997,7.817475000000001
숙주미나리나물,12.290999999999999,1.01322,0.47571,1.53261,1.0797,12.059999999999997,0.15572999999999998,103.026,6.21225000015,0.034389,0.05085900000000001,3.5688299999999997,191.25608999999997,11.28999
숙주초고추장무침,13.282499999999999,0.99954,0.344055,2.15157,0.9504,7.443,0.14841000000000001,31.584,2.915874999651,0.03759900000000001,0.03498300000000001,3.8632050000000002,139.41384,7.409835000000001
숙주초무침,15.249,0.847275,0.7694699999999999,1.6304699999999999,0.771,6.400499999999999,0.124935,37.8045,0.1943750001525,0.031905,0.041478,3.258,316.200525,8.087025
시금치김무침,28.0095,2.94468,0.7521749999999998,4.69611,0.09330000000000001,34.3185,1.9434449999999999,113.184,182.7735000174,0.1025025,0.28100100000000006,34.421025,180.67417500000002,2.86644
시금치나물,22.420499999999993,1.75548,0.632745,3.4983150000000003,0.07005,23.1315,1.40217,74.367,126.34875001742552,0.065844,0.18822600000000003,31.63998,153.30008999999998,2.42175
시금치된장무침,48.945,1.9605,3.3612,3.6042,0.0,24.72,1.6275,178.56,125.85250001751,0.0858,0.1902,31.5,1248.6375,16.022100000000002
