,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"무말랭이, 말린것",318,13.59,0.3,65.34,28.2,344,5.18,303,1.416666667,0.583,0.262,61.38,22.45,69.59
무말랭이 무침,136,3.3,1,28.5,7.8,101,18.1,1282,75.75,0.23,0.15,0,0,0
"무장아찌, 뿌리",131,2.25,0.61,29.24,7.6,87,1.83,1073,102.8333333,0.031,0.209,0,241.64,81.01
"쌈무, 초절임",15,0.54,0.03,3.1,2.3,16,0.16,400,0,0.038,0,1.39,5.37,9.38
"물강활, 말린것",289,19.6,2.5,61.6,0,83,1.7,0,29.58333333,0.01,0.03,0,0,0
"물냉이, 생것",23,3.5,0.1,3.7,0,105,9.1,28,171.75,0.11,0.22,92,0,0
"물쑥, 생것",36,5.4,0.3,5.6,0,106,12.1,0,284.25,0.12,0.13,15,0,0
"물쑥, 데친것",47,1.9,0.1,11.7,0,44,2.5,7,11.25,0.03,0.03,0,0,0
"미나리, 농축",120,0.36,0,33.48,1.4,31,0.11,6,0,0.021,0.142,2.44,0,0
"미나리, 돌미나리(야생), 생것",21,2.2,0.2,3.8,0,55,2,18,110,0.15,0.16,15,0,0
"미나리, 돌미나리(야생), 데친것",19,2.3,0.2,3.2,0,35,1.3,7,77.91666667,0.1,0.1,2,0,0
"미나리, 물미나리, 생것",22,1.81,0.25,4.45,3.5,45,0.39,5,80.25,0.02,0.199,3.67,103.84,67.89
"미나리, 물미나리, 데친것",25,2.04,0.32,4.82,3.1,61,0.46,6,78.41666667,0.021,0.127,8,120.8,93.96
"미나리, 물미나리, 잎, 생것",30,2.84,0.4,5.62,3.7,104,0.87,5,211.5,0.018,0.326,12.13,135.39,138.65
"미나리, 물미나리, 줄기, 생것",22,0.9,0.16,5.15,3.1,34,0.29,6,25.66666667,0.01,0.093,1.93,79.04,28.92
"미니파프리카, 주황색, 생것",38,0.97,0.79,8.22,3.4,9,0.68,3,13.08333333,0.016,0.002,191.02,80.22,39.04
"미니파프리카, 노란색, 생것",41,1.01,1.09,8.32,1.9,9,0.51,2,10.25,0.011,0.009,168.02,94.95,37.19
"미니파프리카, 빨간색, 생것",41,1.07,0.94,8.49,0.3,10,0.38,2,12.5,0.114,0.066,202.75,121.97,43.15
"민들레, 생것",29,2.44,0.44,5.48,3.3,119,5.42,1,200.5,0.039,0.211,2.21,88.42,255.19
"민들레, 데친것",30,2.18,0.51,5.74,4.6,115,1.44,1,192.8333333,0,0.159,2.26,96.57,301.79
"바젤라, 생것",13,0.7,0.2,2.6,2.2,150,0.5,9,241.6666667,0.03,0.07,41,0,0
"바젤라, 데친것",15,0.9,0.2,3.2,3.1,180,0.4,7,266.6666667,0.02,0.05,18,0,0
"바질, 개량종, 생것",46,2.6,0.6,9.7,0,17,0.1,12,36.08333333,0.1,0.01,32,0,0
"바질, 재래종, 생것",47,2.3,0.5,10.4,0,15,0.2,0,31.25,0.1,0.04,51,0,0
"박, 과육, 생것",21,0.5,0.1,5.2,0,27,2.1,6,0,0.11,0.01,15,0,0
"박, 씨 포함, 생것",32,1,0.1,8,0,14,2.2,5,0,0.16,0.02,21,0,0
"박고지, 말린것",268,7.6,0.4,69,0,321,4.4,14,0,0.11,0,2,0,0
"박쥐나무, 잎, 생것",100,6.7,1.2,20.7,0,718,3.5,27,901,0.43,1.09,151,0,0
"밥취나물, 말린것",282,21,4,55.2,0,77,2.1,0,14.66666667,0.02,0.03,1,0,0
"방가지똥, 생것",46,2.5,0.4,10.3,0,39,4.4,5,20.41666667,0.17,0.24,2,0,0
"방울다다기양배추, 생것",49,3.28,0.16,11.17,5.5,49,1.21,25,8.583333333,0.446,0.209,0,24.08,42.31
"방울다다기양배추, 데친것",49,5.3,0.1,9.8,5.2,36,1,5,56.66666667,0.13,0.16,110,15,33
"배암차즈기(곰보배추), 잎, 생것",25,1.73,0.62,4.5,2.1,88,2.5,7,21.75,0.146,0.191,4.65,34.05,102.97
"배초향, 잎, 생것",55,4.87,0.46,11.13,6.4,237,3.8,2,411.75,0.104,0.483,14.12,58.14,273.39
"배추, 생것",12,1.1,0,2.7,0,29,0.5,15,0.416666667,0.2,0.03,10,0,0
"배추, 데친것",17,1.4,0,3.9,0,41,2.6,7,0.166666667,0.05,0.01,11,0,0
"배추, 봄 재배, 생것",13,1.61,0.07,2.28,1.2,55,0.58,13,22.16666667,0.022,0.071,24.43,6.33,31.35
"배추, 봄 재배, 삶은것",14,1.39,0.12,2.61,1.7,52,0.34,8,16.58333333,0,0.042,15.3,10.82,65.04
"배추, 봄 재배, 염절임",15,1.63,0.09,2.89,2.5,61,0.36,496,36.08333333,0.028,0.069,5.62,8.73,42.61
"배추, 여름 재배, 생것",17,0.9,0.02,3.99,1,60,0.25,3,12,0.018,0.044,12.07,1.02,0.98
"배추, 여름 재배, 삶은것",17,0.85,0.23,3.53,2.8,94,0.33,3,30.66666667,0.009,0.024,11.83,28.89,133.93
"배추, 여름 재배, 염절임",17,1.03,0.05,4.04,2.1,53,0.28,606,6.75,0.05,0.038,4.09,5.18,19.77
"배추, 가을 재배, 생것",15,1.25,0.05,3.35,2,42,0.24,11,2.25,0.027,0.04,8.99,3.71,22.3
"배추, 가을 재배, 삶은것",14,1.25,0.06,2.94,1.6,69,0.27,9,7.75,0.02,0.032,9.18,4.95,33.54
"배추, 가을 재배, 염절임",18,1.35,0.06,3.9,1.5,57,0.26,359,5.083333333,0.049,0.043,6.96,5.39,31.94
"배추, 싹, 생것",63,3.4,4.3,5.3,4.3,61,1.1,8,68.08333333,0.65,0.28,17,0,0
"배추, 노랑봄배추(노지), 생것",13,1,0,3,0,24,0.5,9,1.833333333,0.05,0.04,11,0,0
"배추, 노랑봄배추(노지), 데친것",17,1.2,0,3.9,0,39,1,12,0.5,0.1,0.01,6,0,0
"배추, 노랑봄배추(노지), 염절임",16,1.1,0.1,3.6,0,34,1.5,663,0.833333333,0.06,0.03,15,0,0
"배추, 노랑봄배추(하우스), 생것",12,1,0,2.6,0,28,1.1,11,1.833333333,0.06,0.04,12,0,0
"배추, 노랑봄배추(하우스), 데친것",15,1,0,3.4,0,75,1.2,12,0.583333333,0.1,0.01,7,0,0
"배추, 노랑봄배추(하우스), 염절임",15,1,0,3.4,0,28,2.5,530,1.083333333,0.08,0.03,13,0,0
"배추, 봄동, 생것",23,2.02,0.17,4.78,2.7,101,0.87,50,77.16666667,0.048,0.087,23.28,15.29,91.99
"배추, 봄동, 데친것",22,1.84,0.18,4.54,2.5,101,0.51,38,75.5,0.239,0.066,21.68,15.76,108.28
"배추, 불암 3호(노지), 생것",23,0.9,0.1,5.7,0,60,0.6,14,0.083333333,0.08,0.03,24,0,0
"배추, 불암 3호(노지), 데친것",33,1.3,0.1,8.2,0,89,0.5,18,3.666666667,0.04,0.03,17,0,0
"배추, 불암 3호(노지), 염절임",30,1.2,0.1,7.4,0,58,0.4,397,1.166666667,0.1,0.05,34,0,0
"배추, 불암 3호(하우스), 생것",13,1,0.1,2.8,0,47,0.1,12,0.166666667,0.07,0.02,12,0,0
"배추, 불암 3호(하우스), 데친것",18,1.3,0.1,3.8,0,86,0.4,15,0.75,0.04,0.01,8,0,0
"배추, 불암 3호(하우스), 염절임",18,1.1,0.1,4,0,65,0.2,533,1,0.07,0.02,13,0,0
"배추, 여름배추, 생것",10,1,0,2.2,0,33,0.4,26,0.25,0.07,0.03,16,0,0
"배추, 여름배추, 데친것",12,0.8,0.1,2.6,0,57,1.2,25,0.25,0.05,0.01,12,0,0
"배추, 여름배추, 염절임",11,0.8,0.1,2.3,0,38,1.2,684,0.25,0.05,0.05,15,0,0
"배추, 우거지, 말린것",278,14.38,3.89,58.92,29.6,981,9.45,153,400.8333333,1.587,0.871,9.25,137.3,641.8
"배추, 우거지, 말린것, 삶은것",23,1.68,0.24,4.6,4,111,0.89,4,70.66666667,0,0.009,0,24.83,111.8
"배추, 유기재배, 생것",14,1.1,0,3.2,0,26,0.6,13,0.666666667,0.11,0.03,17,0,0
"백모근, 생것",138,1.1,0.3,34.6,0,1,14.9,29,0,0.06,0.16,12,0,0
"백모근, 뿌리, 말린것",337,9,2,77,0,275,29,115,0,0.32,1,21,0,0
"백모근, 잎, 말린것",314,22,3,66,0,624,19,50,1264.916667,0.42,2,19,0,0
"백합, 뿌리, 생것",118,3.34,1.52,24.91,0,9,0.65,2,2,0.062,0.011,6.3,17.76,0
"버드장이, 생것",38,4,0.1,7.6,0,7,0.5,0,243.5833333,0.04,0.34,6,0,0
"보리, 순, 가루 ",314,26.6,4.8,58.5,0,429,6.4,282,109.1666667,5.76,3.96,47,0,0
"보리, 쌀보리, 순, 생것",24,2,0.3,4.6,0,40,1.6,18,6.5,0.58,0.09,11,0,0
"보리, 올보리, 순, 생것",66,3.1,1.1,13.9,0,24,5.3,0,459.25,0.24,0.2,111,0,0
"보리, 큰알보리, 순, 생것",24,2.91,0.27,3.99,3.1,19,2.22,62,191.4166667,0.557,0.164,12.61,36.79,137.6
"보리, 큰알보리, 순, 동결건조",283,28.3,3.39,51.96,41.1,553,17.87,282,1817.5,4.261,2.174,74.61,262.74,2282.69
"뽕잎, 삶아서 말린것",279,26.22,2.98,53.22,38.4,1348,11.37,11,927.0833333,0.45,1.106,10.01,669.14,1465.24
"뽕잎, 삶아서 말린것, 삶은것",51,5.9,0.55,8.92,8.7,272,1.87,3,255.3333333,0.015,0.303,0,115.24,284.72
"뽕잎, 삶은것",48,4.86,0.53,9,8.1,204,1.22,6,384.75,0.044,0.178,20.74,113.48,280.81
"뽕잎, 생것",65,6.28,0.5,12.82,10.7,243,2.99,10,428.5833333,0.053,0.376,111.62,125.81,200.96
"부지갱이(섬쑥부쟁이), 생것",30,3.65,0.43,4.9,4.6,75,0.93,15,293,0.771,0.288,11.55,98.07,237.81
"부지갱이(섬쑥부쟁이), 말린것",258,25.7,2,50,0,112,0,0,39.91666667,0.18,0.08,0,0,0
"부지갱이(섬쑥부쟁이), 삶아서 말린것",296,25.09,2.88,59.07,31.1,571,9.49,214,796.8333333,0.353,1.003,0,714.54,1414.75
"부지갱이(섬쑥부쟁이), 삶아서 말린것, 삶은것",48,5.17,0.68,8.24,6.7,121,1.28,10,209.6666667,0,0.07,0,172.45,329.7
"부지갱이(섬쑥부쟁이), 데친것",33,4,0.65,4.92,4.3,80,0.83,11,234.4166667,0.298,0.175,5.61,144.32,379.97
"부추, 두메부추, 생것",46,1.2,0.1,11.9,0,107,3.1,2,6.5,0.18,0.05,12,0,0
"부추, 산부추, 생것",41,3.5,0.1,8.8,0,14,0.3,15,250.8333333,0.03,0.29,11,0,0
"부추, 재래종, 생것",22,1.8,0.3,4.1,0,28,3.4,3,7.25,0.16,0.08,5,0,0
"부추, 재래종, 데친것",20,2.3,0.2,3.6,0,52,0.7,2,186.8333333,0.02,0.08,37,0,0
"부추, 호부추, 생것",30,2.06,0.33,6.23,4.8,59,0.83,0,177.5833333,0.088,0.151,15.15,92.69,134.03
"부추, 호부추, 데친것",32,2.37,0.35,6.42,4.1,63,0.38,1,137,0.006,0.118,20.96,100.39,151.03
"브로콜리, 생것",32,3.08,0.2,6.32,3.1,39,0.8,3,22,0.033,0.143,29.17,30.29,62.14
"브로콜리, 가루 ",284,17.5,3.9,58.4,0,0,5.4,145,58.33333333,0.6,1.4,53,0,0
"브로콜리, 삶은것",27,3.5,0.4,4.3,3.7,33,0.7,14,64.16666667,0.06,0.09,54,23,53
"브로콜리, 데친것",28,2.8,0.31,5.34,3.1,37,0.68,4,29.41666667,0.012,0.102,29.17,52.53,144.54
"브로콜리, 싹, 생것",31,3.81,0.92,3.8,1.8,73,0.66,16,24.58333333,0.038,0.189,11.41,136.26,154.9
"브로콜리, 잎, 생것",38,2.2,0.4,8.1,0,173,0.3,18,54.16666667,0.12,0.14,50,0,0
"브로콜리, 잎, 말린것",258,15.4,2.8,55.3,0,2705,2.7,193,35,0.52,0.76,37,0,0
"브로콜리, 잎, 삶아서 말린것",271,17.4,1.8,59.8,0,1716,3.9,35,52.5,0.29,1.19,60,0,0
"비름, 생것",23,2.72,0.29,3.96,3.4,133,1.42,65,190.75,0.01,0.158,6.47,67.7,139.14
"비름, 데친것",27,2.98,0.41,4.51,4.1,183,0.83,46,214.25,0.067,0.12,17.5,85.92,224.45
"비타민채(다채), 생것",14,2.1,0.2,2,0,91,2.7,17,33.75,0.12,0.2,20,0,0
"비타민채, 싹, 생것",54,3.1,3.3,5.4,5.4,47,1.3,5,295.75,0.52,0.19,6,0,0
"비트, 뿌리, 생것",37,1.7,0,8.4,0,7,2.2,84,0,0.02,0.04,23,0,0
"비트, 뿌리, 데친것",26,1.2,0,5.8,0,7,1.6,55,0,0.01,0.03,5,0,0
"비트, 잎, 생것",16,2.2,0.1,2.8,0,57,4,254,198.25,0.01,0.52,14,0,0
"비트, 잎, 데친것",15,2.3,0.2,2.2,0,75,1.6,159,318.25,0.04,0.28,6,0,0
"비트, 적비트(홍무), 뿌리, 생것",34,0.1,0.3,8,0,58,5.9,68,0,0.03,0.03,25,0,0
"비트 피클, 뿌리, 통조림",65,0.8,0.08,16.28,0.8,11,0.41,149,2.416666667,0.01,0.048,2.3,0,0
"사탕무, 생것",77,1.8,0,18.7,0,11,0.8,61,0,0.01,0.06,17,0,0
"사탕수수, 생것",77,1.1,0,20.9,0,26,0.9,10,0,0.14,0.03,0,0,0
"산마늘, 생것",36,2.02,0.21,8.21,4.1,53,0.59,0,210.1666667,0,0.097,62.63,59.75,84.57
"산마늘, 데친것",37,2.08,0.31,8.29,3.9,60,0.55,0,156.1666667,0,0.213,62.63,85.44,135.3
"산마늘 장아찌, 초절임",51,2.39,0.68,11.13,3,45,0.61,655,90.41666667,0,0.195,1.19,78.64,145.89
"삼나물, 말린것",293,22.8,2.2,61.3,0,25,2.4,0,7.333333333,0,0.34,0,0,0
"삼붕냐와, 생것",27,1.62,1.09,3.84,3.8,108,1.05,186,18.66666667,0.082,0.072,4.11,51.43,73.64
"삼채, 생것",23,1.55,0.13,4.99,2.8,60,0.83,2,167.0833333,0.101,0.12,12.31,38.65,30.89
"삼채, 데친것",28,2.04,0.27,5.77,3,71,0.73,3,225,0.119,0.113,12.31,87.04,87.81
"삼채, 뿌리, 생것",49,0.77,0.04,12.15,4.8,64,5.78,15,0.416666667,0.06,0.083,0.73,9.02,0.39
"삼채, 잎, 생것",24,1.95,0.2,4.8,4.1,60,3.75,4,214.25,0,0.099,0.59,67.48,61.48
"삼채, 줄기, 생것",19,0.78,0.09,4.65,3.8,95,0.64,2,32,0.077,0.076,0.54,32.68,20.19
"삽주나물, 생것",52,5.3,1.3,7.9,0,108,4.4,0,187.5,0.18,0.14,11,0,0
"상추, 뚝섬적출면, 생것",14,1.1,0.3,2.4,0,41,1.5,5,86.16666667,0.09,0.1,11,0,0
"상추, 로메인, 생것",29,1.8,0.2,6.4,0,84,8.7,161,91.25,0.23,0.16,45,0,0
"상추, 로메인, 청상추, 생것",23,1.78,0.32,4.59,3.7,122,0.61,12,368.75,0,0.047,0.33,43.14,206.05
"상추, 로메인, 적상추, 생것",17,2.28,0.22,2.69,1.7,143,1.08,30,221.8333333,0,0.134,0.15,30.87,146.35
"상추, 롤로로사, 생것",20,1.1,0.2,4.5,0,118,2.7,161,42.08333333,0.13,0.09,26,0,0
"상추, 아담, 생것",9,0.9,0.2,1.3,0,38,1,6,19.5,0.05,0.07,13,0,0
"상추, 아시아아이스퀸(청코스), 생것",24,1.8,0.6,4,0,178,0.5,102,54.33333333,0.17,0.25,39,0,0
"상추, 유레이크, 생것",16,0.8,0.2,3.5,0,20,1.8,2,20.75,0.09,0.09,6,0,0
"상추, 적상추, 생것",18,1.1,0.3,3.6,3.9,95,1.6,36,86.66666667,0.11,0.31,0,0,0
"상추, 적하계, 생것",19,1.7,0.2,3.7,0,55,1.4,5,40.16666667,0.08,0.14,12,0,0
"상추, 천상, 생것",17,1.2,0.3,3.2,0,29,1.1,5,24.83333333,0.1,0.08,10,0,0
"상추, 풍성, 생것",10,0.6,0.1,2.1,0,47,1.6,8,95.66666667,0.07,0.08,5,0,0
"상추, 반결구상추, 청상추, 생것",16,0.97,0.1,3.66,1.5,32,0.46,5,35.33333333,0.037,0.01,0.24,31.38,41.33
"상추, 완전결구상추, 청상추, 생것",14,1.16,0.1,3.01,2.3,38,0.45,2,33.41666667,0.035,0.022,0,27.94,39.19
"상추, 축면상추, 적상추, 생것",15,1.31,0.21,2.76,1.5,42,0.96,6,117.8333333,0.027,0.094,0.15,42.2,118.18
"상추, 치마상추, 청상추, 생것",20,1.88,0.36,3.48,2.5,95,3.41,17,239.3333333,0.016,0.136,0.24,57.77,218.18
"상추, 치마상추, 적상추, 생것",23,1.53,0.36,4.61,3.9,111,2.22,6,205.25,0,0.051,0.18,66.32,202.82
"생강, 뿌리줄기, 생것",42,0.97,0.15,9.82,2.6,18,0.95,4,1.583333333,0,0.052,1.5,59.43,11.81
"생강, 중국산, 뿌리줄기, 생것",38,1.3,0.3,8.4,0,8,2.3,11,1.916666667,0.09,0.08,4,0,0
"생강 피클, 초절임",19,0.2,0.4,4,2.4,67,0.9,2800,0,0,0,0,64,18
"선인장, 보검선인장, 꽃, 생것",51,1.6,0.1,10.8,0,170,2.8,15,0,0.14,0.08,51,0,0
"선인장, 보검선인장, 열매, 생것",83,0.97,0.19,19.35,12.4,157,0.45,23,5,0.018,0.114,43.52,106.03,19.75
"선인장, 보검선인장, 줄기, 생것",34,1.03,0.12,7.15,5,524,0.44,17,26.08333333,0.011,0.099,12.17,38.46,38.34
"선인장, 저단선인장, 열매, 생것",91,0.8,0.38,21,14.7,222,0.38,0,5.416666667,0,0.095,43.81,231.07,24.83
"선인장, 저단선인장, 줄기, 생것",75,0.75,0.15,17.76,16.3,279,0.85,0,15.33333333,0,0.135,18.25,75,20.68
"섬초롱, 생것",41,3,0.4,8.5,0,94,4.1,2,194.25,0.14,0.26,9,0,0
"섬초롱, 데친것",34,2,0.2,7.6,0,70,1.7,1,287,0.07,0.02,0,0,0
"세발나물, 생것",18,1.61,0.14,3.59,2.7,51,0.83,321,226.5833333,0.148,0.138,3.43,29.24,56.89
"세발나물, 데친것",23,2.29,0.28,4.2,3.8,103,0.82,249,342.5,0.316,0.097,2.82,51.74,127.92
"셀러리, 생것",17,1.04,0.07,3.95,2.2,88,0.28,70,56.91666667,0.041,0.089,10.6,28.37,12.08
"셀러리, 데친것",17,1.1,0.12,3.81,2.2,91,0.16,69,59.41666667,0.011,0.042,5.9,42.32,31.82
"소리쟁이, 뿌리, 말린것",317,7.9,0.9,74.9,0,517,24.4,223,38.91666667,0.66,1.56,17,0,0
"소리쟁이, 잎, 말린것",259,21.7,2.2,52.6,0,703,12.4,77,138.5833333,0.6,0.71,29,0,0
"솔장다리, 생것",31,1.9,0.3,6.8,0,20,17,352,183.4166667,0.08,0.19,20,0,0
"쇠귀나물, 뿌리, 생것",126,6.3,0.1,26.6,2.4,5,0.8,3,0,0.12,0.07,2,0,0
"쇠귀나물, 뿌리, 데친것",128,6.2,0.1,27.2,2.8,5,0.8,3,0,0.1,0.06,0,0,0
"수리취(떡취), 생것",64,3.9,0.2,14.7,0,46,3.2,0,48.91666667,0.03,0.19,18,0,0
"숙주나물, 생것",13,1.73,0.05,2.34,1.7,13,0.22,4,0.416666667,0.07,0.058,7.24,8.97,9.07
"숙주나물, 데친것",12,2.2,0.2,1.4,0,12,0.9,5,2.083333333,0.05,0.06,10,0,0
"숙주나물, 찐것",16,1.96,0.11,2.9,1.7,16,0.32,4,2,0.051,0.103,5.04,24.89,36.58
"순무, 전체, 생것",27,1.5,0.09,5.65,2.7,99,0.93,59,55.91666667,0.061,0.158,4.31,13.27,31.9
"순무, 전체, 데친것",28,1.32,0.09,6.04,2.2,62,0.64,25,24.66666667,0.045,0.068,8.69,13.7,37.55
"순무, 뿌리, 생것",30,1.1,0.07,6.88,2.5,40,0.55,46,0,0.126,0.053,3.89,13.59,15.76
"순무, 뿌리, 데친것",33,1.28,0.09,7.51,2.2,35,0.31,47,0,0.037,0.055,20.77,19.62,31.79
"순무, 염절임",23,1,0.2,4.9,1.9,48,0.3,1100,0,0.02,0.03,19,24,80
"순무, 잎, 생것",21,2.05,0.17,4.14,3,197,1.14,68,58.83333333,0.012,0.118,3.91,15.86,83.86
"순무, 잎, 데친것",20,1.58,0.18,4.17,3.1,157,0.94,26,136.0833333,0.042,0.039,27.11,16.28,99.03
"순무, 잎, 염절임",29,2.3,0.2,6,3.6,240,2.6,910,100,0.07,0.19,44,8,56
"스테비아, 생것",40,2.4,0.32,8.71,5.4,200,1.23,1,265.75,0.034,0.273,3.32,47.92,152.68
"스테비아, 말린것",303,14.2,2,70.5,63,736,38.9,111,0,0.76,1.22,0,0,0
"시금치, 생것",33,3.1,0.5,6,0,40,2.6,54,239.6666667,0.12,0.34,60,0,0
"시금치, 데친것",23,3.4,0.1,3.8,0,48,2.2,11,124.6666667,0.02,0.12,40,0,0
"시금치, 노지, 생것",29,4.15,0.43,4.37,3.2,59,2.73,20,587.5833333,0.161,0.236,50.44,47.08,205.78
"시금치, 노지, 데친것",37,4.78,0.79,5.2,3.6,81,1.31,13,639.1666667,0.078,0.167,43.81,83.48,420.81
"시금치, 포항초, 생것",35,3.56,0.46,6.17,3.3,106,3.93,20,420.1666667,0.196,0.198,66.45,55.33,196.88
"시금치, 포항초, 데친것",34,4.19,0.63,5.17,3.7,90,1.54,57,458.8333333,0.106,0.14,50.98,81.16,301.1
"시금치, 하우스, 생것",27,2.6,0.33,5.1,2.9,42,1.22,37,414.9166667,0.048,0.157,43.7,35.87,154.8
"시금치, 하우스, 데친것",32,3.01,0.49,5.82,3.4,51,0.85,31,517.1666667,0.068,0.113,36.97,58.56,243.63
"시금치, 섬초, 생것",24,3.11,0.34,3.72,3.1,59,2.06,16,298.75,0.094,0.174,43.91,46.33,152.44
"시금치, 섬초, 데친것",32,4.12,0.55,4.81,3.2,122,3.45,15,346.75,0.087,0.142,42.35,70.53,271.49
"신선초(명일엽), 생것",24,1.08,0.14,5.66,2.8,158,1.33,31,112.75,0.013,0.116,15.45,39.71,36.89
"쌈추, 생것",25,3.07,0.23,4.29,3.2,129,2.57,29,269.8333333,0.03,0.2,28,16.18,126.57
"쌈추, 싸미나, 생것",20,2.7,0.3,3,0,134,2,53,288.3333333,0.09,0.13,93,0,0
"쌈추, 홍쌈추, 생것",24,3.54,0.27,3.57,2.6,234,6.19,43,312.8333333,0.107,0.207,39.43,34.47,141.98
"쑥, 생것",37,3.4,0.38,7.04,5.9,109,8.14,3,346.0833333,0.028,0.378,6.57,77.59,188.9
"쑥, 말린것",272,25.8,2.05,53.8,44.4,944,78.15,39,292.6666667,0.465,1.29,0,314.95,637.89
"쑥, 데친것",39,3.71,0.63,6.79,6,111,1.57,3,345.3333333,0.09,0.145,2.61,143.03,350.49
"쑥, 사자발쑥, 생것",56,2.6,0.5,12.7,4.9,58,4,3,18.33333333,0.31,0.17,89,0,0
"쑥, 사자발쑥, 데친것",55,1.9,0.3,13.3,0,116,3.1,13,27.25,0.17,0.07,26,0,0
"쑥갓, 생것",15,1.93,0.17,2.35,2.4,91,0.79,145,206,0.029,0.088,10.4,40.3,83.92
"쑥갓, 데친것",21,2.1,0.3,3.8,2.9,109,0.62,135,270.9166667,0.006,0.059,5.46,63.66,158.07
"쑥부쟁이, 생것",26,2.92,0.72,3.53,3,68,1.26,1,143.1666667,0.163,0.207,9.47,53.59,118.02
"씀바귀, 생것",43,2.9,0.4,9.2,0,74,1.1,36,152.6666667,0.16,0.31,7,0,0
"씀바귀, 데친것",31,2.6,0.2,6.3,0,81,0.8,19,132.75,0.14,0.09,2,0,0
"씀바귀, 뿌리, 생것",71,2.54,0.13,16.24,4,33,1.57,3,0.666666667,0.063,0.181,4.3,62.44,13.73
"아스파라거스, 생것",15,1.9,0.1,2.8,0,22,0.5,4,26.75,0.12,0.13,5,0,0
"아스파라거스, 데친것",23,3.1,0.1,4.2,0,3,1.2,1,27,0.11,0.14,59,0,0
"아스파라거스, 통조림",14,1.1,0.1,3,0,14,12,387,0,0.02,0.08,6,0,0
"아스파라거스, 그린아스파라거스, 생것",15,2,0.1,2.6,0,24,0.6,15,0,0,0,13,0,0
"아스파라거스, 하얀색, 생것",21,1.85,0.53,3.51,1.9,11,0.21,0,0,0.169,0.029,2.56,49.13,4.28
"아욱, 생것",37,3.08,0.31,7.64,4.5,267,0.57,37,325,0.171,0.488,41.21,34.5,170.08
"아욱, 데친것",31,3.52,0.49,5.2,3.9,178,0.68,17,354.3333333,0.11,0.352,27.82,37.37,335.9
"아이비카, 닥풀, 말린것",260,27.7,4.4,43.7,0,285,0.5,0,55.91666667,0.03,0.22,1,0,0
"아주까리, 순, 말린것",287,36.8,3.1,48,0,1128,25.1,50,155.6666667,0.47,0.82,115,0,0
"아주까리, 잎, 생것",82,5.8,0.5,17.8,0,661,4,7,4.083333333,0.31,0.53,244,0,0
"아티초크, 생것",47,3.27,0.15,10.51,5.4,44,1.28,94,0.666666667,0.072,0.066,11.7,0,0
"아티초크, 삶은것",53,2.89,0.34,11.95,5.7,21,0.61,60,0.666666667,0.05,0.089,7.4,0,0
"아티초크, 냉동",38,2.63,0.43,7.75,3.9,19,0.5,47,0,0.058,0.14,5.3,0,0
"아티초크, 냉동, 삶은것",45,3.11,0.5,9.18,4.6,21,0.56,53,0.583333333,0.062,0.158,5,0,0
"알로에, 과육, 생것",3,0.1,0,0.7,0.4,14,0.2,13,0.166666667,0.06,0.11,5,0,0
알로에 음료,40,0,0,11.09,0.7,58,0.11,20,0,0,0,6.7,0.48,0
"알팔파, 싹, 생것",21,3.53,0.2,3.14,2.6,19,1.01,5,2.5,0.128,0.197,1.85,75.28,20.86
"양배추, 생것",33,1.68,0.08,7.92,2.7,45,0.27,8,1.083333333,0.035,0.033,19.56,15.55,30.38
"양배추, 데친것",32,1.71,0.12,7.56,2.4,43,0.31,7,1.916666667,0.111,0.035,40.26,23.09,56.49
"양배추, 찐것",32,1.68,0.12,7.41,2.3,41,0.3,6,2,0.097,0.041,29.19,22.06,54.53
"양배추, 적양배추, 생것",41,2.13,0.21,9.53,4.7,29,0.5,7,1.166666667,0.08,0.085,14.57,42.06,77.07
"양배추, 적양배추, 싹, 생것",39,3.38,1.77,4.6,3.4,59,1.15,8,16.5,0,0.3,31.92,302.35,251.03
"양배추 샐러드, 코울슬로",153,0.95,9.91,14.89,1.9,30,0.22,203,28,0.026,0.02,14.6,4979,279
"양상추, 생것",18,0.6,0,4.6,1.5,15,0.4,2,6.5,0.19,0.02,0,0,0
"양상추, 적양상추, 생것",18,1.51,0.22,3.49,2.4,61,0.65,0,212.75,0,0.099,1.92,43.23,121.36
"양파, 생것",27,0.95,0.04,6.68,1.7,15,0.2,3,0.166666667,0.035,0.011,5.88,17.4,0.96
"양파, 말린것",340,11.7,1,78,0,36,1.9,7,0,0.31,0.26,32,0,0
"양파, 데친것",27,0.84,0.04,6.93,1.5,13,0.19,3,0.25,0.029,0.013,6.49,15.65,1
"양파, 중국산, 생것",30,0.9,0.1,7,0,10,0.3,2,0,0.06,0.02,17,0,0
"양파, 자색 양파, 생것",30,0.75,0.02,7.77,1.5,16,0.18,1,0,0.049,0.03,0,4.5,0
"양파, 레드프라임, 생것",37,0.46,0.63,8.56,2.8,9,0.18,0,0,0.066,0.003,3.39,18.94,7.98
"양파, 썬파워, 생것",32,0.52,0.47,7.38,1,12,0.08,0,0,0.159,0.003,3.51,14.31,0.54
"양파, 샬롯, 생것",80,2.28,2.54,14.84,0,6,0.48,0,0,0.133,0.01,3.76,25.43,0.89
