name,ingredient,weight,category,note
,"Tofu, Fried",10,,
Canola soy paste soup,"Rape(Brassica napus L.), Leaves, Blanched",30,Soup,Korean
,"Doenjang, Improved",3.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Beef stew,"Beef meat, Hanwoo, Plate, Raw",20,Soup,Korean
,"Mungbean sprouts, Raw",15,,
,Red pepper powder,1,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Onion, Raw",10,,
,"Egg, Whole, Raw",10,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Bracken(Pteridium aquilinum (L.) Kuhn), Raw",3,,
,Soybean oil,2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Crushed tofu soy paste soup,"Tofu, Firm",20,Soup,Korean
,"Doenjang, Improved",3,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"Potato, Daeji, Raw",10,,
,"Onion, Raw",12,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Chopped squid and radish soup,"Brown Kelp(Laminaria japonica), Dried",0.5,Soup,Korean
,"Japanese flying squid(Todarodes pacificus), Raw",30,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Soy Sacuce, Korean traditional type",0.5,,
Shellfish soup,"Marsh clam(Corbicula fluminea), Raw",25,Soup,Korean
,"Salt, Table salt",0.2,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Chinese chive(Allium senescens var. minor), Raw",8,,
Clam soy paste soup,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",40,Soup,Korean
,"Doenjang, Improved",3,,
,"Garlic, Bulb, Raw",0.3,,
,"Onion, Raw",7,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Clam soy paste stew,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",15,Soup,Korean
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Potato, Daeji, Raw",8,,
,"Garlic, Bulb, Raw",0.2,,
,"Onion, Raw",8,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Doenjang, Improved",2.5,,
Clam soup,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",40,Soup,Korean
,"Salt, Table salt",0.2,,
,"Garlic, Bulb, Raw",0.3,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Clam and seaweed soup,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",40,Soup,Korean
,"Soy Sacuce, Korean traditional type",0.5,,
,"Garlic, Bulb, Raw",0.3,,
,"Sea mustard(Undaria pinnatifida), Dried",3,,
,Sesame oil,2,,
Clam and chive soup,"Orient hard clam(Meretrix lusoria), Raw",30,Soup,Korean
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Garlic, Bulb, Raw",0.3,,
,"Salt, Table salt",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Chinese chive(Allium senescens var. minor), Raw",8,,
Clam and chive soup(clear),"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",40,Soup,Korean
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Garlic, Bulb, Raw",0.3,,
,"Salt, Table salt",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Chinese chive(Allium senescens var. minor), Raw",8,,
Clam and unpressed tofu soup,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",15,Soup,Korean
,"Salt, Table salt",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Tofu, Unpressed",40,,
,"Onion, Raw",15,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Clam dried radish leaf soup,"Doenjang, Improved",3,Soup,Korean
,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",15,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Radish(Raphanus sativus) leaves, Dried, Blanched",25,,
Clam curled mallow soup,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",20,Soup,Korean
,"Curled mallow(Malva verticillata var. crispa L.), Raw",25,,
,"Garlic, Bulb, Raw",0.3,,
,"Doenjang, Improved",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",5,,
Clam soft tofu soy paste soup,"Little neck clam(Ruditapes philippinarum), Wild-caught, Raw",15,Soup,Korean
,"Tofu, Silken, Soft",30,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Garlic, Bulb, Raw",0.3,,
,"Doenjang, Improved",2.5,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Onion, Raw",7,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",7,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Mini-ball rice cake soup,"Rice cake, Garaetteok, Rod shape",38,Soup,Korean
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1.5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Salt, Table salt",0.3,,
,"Garlic, Bulb, Raw",0.3,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Mini-ball rice cake seaweed soup,"Rice cake, Garaetteok, Rod shape",30,Soup,Korean
,"Sea mustard(Undaria pinnatifida), Dried",3,,
,Sesame oil,1.5,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Garlic, Bulb, Raw",0.5,,
Green onion and shredded radish soup,"Radish(Raphanus sativus), Korean radish, Roots, Raw",25,Soup,Korean
,"Salt, Table salt",0.3,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Garlic, Bulb, Raw",0.2,,
Beef brisket soy paste soup,"Beef meat, Hanwoo, 1 grade, Brisket(Brisket point end-deckle off), Raw",30,Soup,Korean
,"Onion, Raw",7,,
,"Doenjang, Improved",3,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",7,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Beef brisket soy paste stew,"Beef meat, Hanwoo, 1 grade, Brisket(Brisket point end-deckle off), Raw",25,Soup,Korean
,"Doenjang, Improved",3,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",7,,
,"Garlic, Bulb, Raw",0.2,,
,"Potato, Daeji, Raw",7,,
,"Onion, Raw",7,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Beef brisket mushroom stew,"Beef meat, Hanwoo, 1 grade, Brisket(Brisket point end-deckle off), Raw",15,Soup,Korean
,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",12,,
,"Doenjang, Improved",3,,
,"Garlic, Bulb, Raw",0.3,,
,Red pepper powder,0.5,,
,"Oyster mushroom, Raw",10,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Beef brisket unpressed tofu soup,"Tofu, Unpressed",30,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Salt, Table salt",0.3,,
,"Beef meat, Hanwoo, 1 grade, Brisket(Brisket point end-deckle off), Raw",8,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Onion, Raw",10,,
Beef brisket winter cabbage soup,"Beef meat, Hanwoo, 1 grade, Brisket(Brisket point end-deckle off), Raw",15,Soup,Korean
,"Doenjang, Improved",3,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",5,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Chinese cabbage, Young chinese cabbage, Raw",20,,
,"Onion, Raw",5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Spring parsley soy paste soup,"Chamnamul(Pimpinella brachycarpa (kom.) Nakai), Cultivated, Raw",30,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Doenjang, Improved",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Cold korean melon seaweed soup,"Sea mustard(Undaria pinnatifida), Dried",2,Soup,Korean
,"Oriental melon(Cucumis melo subsp. melo), With seeds, Raw",30,,
,"Garlic, Bulb, Raw",0.2,,
,"Sesame seeds, Ground, Roasted",0.3,,
,"Vinegar, Brewing",1,,
,"Salt, Table salt",0.3,,
,"Sugars, White sugar",1,,
Kimchi soup with tuna,"Skipjack tuna(Katsuwonus pelamis), Canned in oil",20,Soup,Korean
,"Kimchi, Baechukimchi(Chinese cabbage)",20,,
,Sesame oil,1,,
,"Soy Sacuce, Korean traditional type",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Garlic, Bulb, Raw",0.2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Tuna kimchi stew,"Kimchi, Baechukimchi(Chinese cabbage)",15,Soup,Korean
,"Skipjack tuna(Katsuwonus pelamis), Canned in oil",20,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Garlic, Bulb, Raw",1,,
,Sesame oil,1,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Soy Sacuce, Korean traditional type",0.3,,
Tuna tofu stew,"Skipjack tuna(Katsuwonus pelamis), Canned in oil",20,Soup,Korean
,"Tofu, Firm",20,,
,"Kimchi, Baechukimchi(Chinese cabbage)",15,,
,"Soy Sacuce, Korean traditional type",0.5,,
,Sesame oil,1.5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Tuna daikon soup,"Skipjack tuna(Katsuwonus pelamis), Raw",25,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,Sesame oil,1.5,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",20,,
,"Soy Sacuce, Korean traditional type",0.5,,
Tuna seaweed soup,"Skipjack tuna(Katsuwonus pelamis), Canned in oil",20,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",0.5,,
,"Sea mustard(Undaria pinnatifida), Dried",3,,
,Sesame oil,0.5,,
Tuna cabbage soup,"Skipjack tuna(Katsuwonus pelamis), Canned in oil",25,Soup,Korean
,"Chinese cabbage, Raw",25,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Tuna loach soup,"Skipjack tuna(Katsuwonus pelamis), Raw",25,Soup,Korean
,"Doenjang, Improved",3,,
,"Fermented red pepper paste, Improved",0.5,,
,"Garlic, Bulb, Raw",0.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,Red pepper powder,1,,
,"Chinese cabbage, Raw",25,,
,"Onion, Raw",7,,
Sweet rice dough soup,"Glutinous rice, Raw",10,Soup,Korean
,"Starches, Potato, powder",30,,
,"Garlic, Bulb, Raw",0.3,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Carrot, Roots, Raw",7,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Chicken vegetable soup,"Chicken, Meat only, Raw",25,Soup,Korean
,"Cabbage, Raw",10,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",5,,
,"Carrot, Roots, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Salt, Table salt",0.5,,
,Sesame oil,0.5,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Garlic, Bulb, Raw",0.5,,
Veggie soup,"Onion, Raw",15,Soup,Western
,"Potato, Daeji, Raw",10,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Carrot, Roots, Raw",10,,
,Cow's milk,50,,
,"Wheat flour, White, All-purpose",5,,
,Butter,2,,
Bokchoy soy paste soup,"Chinese cabbage(Brassica campestris var. chinensis), Raw",35,Soup,Korean
,"Doenjang, Improved",3.5,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bokchoy soup,"Chinese cabbage(Brassica campestris var. chinensis), Raw",35,Soup,Korean
,"Salt, Table salt",0.3,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
Rich soy paste soup,Cheonggukjang(Fermented soybean paste),3.5,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",7,,
,"Potato, Daeji, Raw",5,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Rich soy paste stew,Cheonggukjang(Fermented soybean paste),3.5,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Garlic, Bulb, Raw",0.2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Loach soup,"Pond loach(Misgurnus anguillicaudatus), Raw",25,Soup,Korean
,"Doenjang, Improved",3,,
,"Fermented red pepper paste, Improved",0.5,,
,"Garlic, Bulb, Raw",0.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,Red pepper powder,1,,
,"Chinese cabbage, Raw",25,,
,"Onion, Raw",7,,
Bean powder shepherd's purse soy paste soup,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,Soup,Korean
,"Shepherd's purse(Capsella bursa-pastoris (L.) Medik.), Raw",25,,
,"Doenjang, Improved",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bean powder daikon soup,"Doenjang, Improved",2,Soup,Korean
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
,"Garlic, Bulb, Raw",0.3,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",30,,
,Perilla seed oil,2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Winter cabbage soup with bean powder,"Chinese cabbage, Young chinese cabbage, Raw",30,Soup,Korean
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Doenjang, Improved",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Garlic, Bulb, Raw",0.3,,
Bean powder napa cabbage soup,"Doenjang, Improved",2,Soup,Korean
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Chinese cabbage, Raw",30,,
Bean powder spring cabbage soup,"Doenjang, Improved",2,Soup,Korean
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Chinese cabbage, Spring green, Raw",30,,
Bean powder spinach soup,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,Soup,Korean
,"Spinach, Raw",30,,
,"Garlic, Bulb, Raw",0.3,,
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
,"Doenjang, Improved",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bean powder dried radish leaves soup,"Doenjang, Improved",2,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Radish(Raphanus sativus) leaves, Dried, Blanched",30,,
Bean powder mugwort soup,"Mugwort, Raw",30,Soup,Korean
,"Garlic, Bulb, Raw",0.5,,
,"Doenjang, Improved",2,,
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
Bean powder summer radish soy paste soup,"Radish(Raphanus sativus L.), Young radish, Raw",25,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Doenjang, Improved",2,,
,"Soybean(Glycine max (L.) Merr.), Powder, Roasted",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Bean sprout soup,"Soybean sprouts, Raw",35,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Brown Kelp(Laminaria japonica), Dried",0.3,,
,"Salt, Table salt",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Kimchi soup with bean sprouts,"Soybean sprouts, Raw",15,Soup,Korean
,"Garlic, Bulb, Raw",0.2,,
,"Salt, Table salt",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Kimchi, Baechukimchi(Chinese cabbage)",15,,
Cold bean sprout soup,"Soybean sprouts, Raw",35,Soup,Korean
,"Salt, Table salt",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bean sprout soy paste soup,"Soybean sprouts, Raw",20,Soup,Korean
,"Doenjang, Improved",3,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",7,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bean sprout soup(clear),"Soybean sprouts, Raw",30,Soup,Korean
,"Salt, Table salt",0.3,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bean sprout daikon soup,"Soybean sprouts, Raw",20,Soup,Korean
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1,,
,"Garlic, Bulb, Raw",0.3,,
,"Salt, Table salt",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Bean sprout dried pollack soup,"Alaska pollock(Theragra chalcogramma), Dried",5,Soup,Korean
,"Soybean sprouts, Raw",15,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1.5,,
,Perilla seed oil,1,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.2,,
,"Salt, Table salt",0.3,,
Bean sprout fried fish paste soup,"Soybean sprouts, Raw",15,Soup,Korean
,"Fish cake, Fried",15,,
,"Salt, Table salt",0.3,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bean sprout fried fish cake soup,"Soybean sprouts, Raw",15,Soup,Korean
,"Fish cake, Fried",15,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Salt, Table salt",0.3,,
,"Garlic, Bulb, Raw",0.3,,
,"Onion, Raw",5,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Bean sprout beef stew,"Beef meat, Hanwoo, Plate, Raw",25,Soup,Korean
,"Soybean sprouts, Raw",30,,
,"Onion, Raw",15,,
,"Egg, Whole, Raw",20,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Bracken(Pteridium aquilinum (L.) Kuhn), Raw",10,,
,Soybean oil,2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Soy puree soup,"Kongbiji, Tofu by-products, Soy pulp",35,Soup,Korean
,"Salt, Table salt",0.2,,
,"Onion, Raw",7,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Soy puree stew,"Kongbiji, Tofu by-products, Soy pulp",30,Soup,Korean
,"Kimchi, Baechukimchi(Chinese cabbage)",10,,
,Red pepper powder,0.2,,
,"Pork meat, Tenderloin(Tenderloin), Raw",10,,
,"Garlic, Bulb, Raw",0.2,,
,"Salt, Table salt",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Cream soup,Cow's milk,100,Soup,Western
,"Onion, Raw",15,,
,"Wheat flour, White, All-purpose",5,,
,Butter,2,,
Soup,"Beef meat, Hanwoo, Plate, Raw",20,Soup,Korean
,"Soy Sacuce, Korean traditional type",0.5,,
,"Garlic, Bulb, Raw",0.3,,
,Sesame oil,1.5,,
,"Tofu, Firm",10,,
,"Onion, Raw",5,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Taro soup,"Beef meat, Hanwoo, Plate, Raw",20,Soup,Korean
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,Sesame oil,1,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Garlic, Bulb, Raw",0.3,,
,"Taro(Colocasia esculenta (L.) Schott), Raw",15,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Tomato potato soup,"Potato, Daeji, Raw",25,Soup,Korean
,"Doenjang, Improved",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Garlic, Bulb, Raw",0.3,,
,"Onion, Raw",7,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Tomato, Raw",25,,
Red bean porridge,"Adzuki bean(Vigna angularis), Red, Dried",40,Soup,Korean
,"Rice, White, Raw",7.5,,
,"Glutinous rice, Raw",7.5,,
,"Sugars, White sugar",1,,
,"Salt, Table salt",0.2,,
Winter mushroom miso paste soup,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",10,Soup,Korean
,"Doenjang, Japanese style",3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Garlic, Bulb, Raw",0.3,,
,"Brown Kelp(Laminaria japonica), Raw",0.3,,
Winter mushroom egg soup,"Egg, Whole, Raw",20,Soup,Korean
,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",25,,
,"Salt, Table salt",0.3,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",2,,
Winter mushroom egg stew,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",15,Soup,Korean
,"Egg, Whole, Raw",20,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Garlic, Bulb, Raw",0.3,,
,"Salt, Table salt",0.3,,
Winter mushroom soy paste soup,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",15,Soup,Korean
,"Doenjang, Improved",3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Winter mushroom soup,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",15,Soup,Korean
,"Soy Sacuce, Korean traditional type",0.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
Winter mushroom seaweed soy paste soup,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",10,Soup,Korean
,"Doenjang, Improved",3,,
,"Sea mustard(Undaria pinnatifida), Dried",1.5,,
,"Garlic, Bulb, Raw",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Winter mushroom miso soup,"Skipjack tuna(Katsuwonus pelamis), Boiled, broth",5,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",0.5,,
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",5,,
,"Winter mushroom(Flammulina velutipes Sing.), Cultivated, Raw",12,,
Soybean paste soup with shiitake mushroom,"Oak Mushroom(Lentinus edodes (Berk.) Sing.), On the growing medium, Cap, Raw",15,Soup,Korean
,"Doenjang, Improved",3,,
,"Welsh onion, Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Garlic, Bulb, Raw",0.3,,
Shiitake mushroom radish soup,"Oak Mushroom(Lentinus edodes (Berk.) Sing.), On the growing medium, Cap, Raw",15,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",15,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Salt, Table salt",0.3,,
Shiitake mushroom stew,"Oak Mushroom(Lentinus edodes (Berk.) Sing.), On the growing medium, Cap, Raw",25,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Salt, Table salt",0.3,,
Spicy seafood noodle soup,"Japanese flying squid(Todarodes pacificus), Raw",30,Soup,Korean
