name,ingredient,weight,category,note
,Bacon,15,,
,"Cream, 45% milk fat",10,,
,"Onion, Raw",10,,
,Soybean oil,1,,
,"Garlic, Bulb, Raw",1,,
Tomato shrimp stir-fried rice,"Rice, White, Raw",50,Combo meal rice,Western
,"Tomato, Raw",20,,
,"Siba shrimp(Metapenaeus joyneri), Raw",15,,
,"Broccoli, Raw",10,,
,"Onion, Raw",5,,
,"Garlic, Bulb, Raw",1,,
,Soybean oil,1,,
,"Salt, Table salt",0.1,,
Stir-fried rice with pineapple,"Carrot, Roots, Raw",15,Combo meal rice,Western
,Oyster sauce,5,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",20,,
,"Onion, Raw",20,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Rice, White, Raw",40,,
,Soybean oil,1,,
,"Pineapple, Solids, Canned",15,,
Stir-fried rice with pineapple and shrimp,"Carrot, Roots, Raw",15,Combo meal rice,Western
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",20,,
,"Onion, Raw",20,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Rice, White, Raw",40,,
,Soybean oil,1,,
,"Pineapple, Solids, Canned",15,,
,"Siba shrimp(Metapenaeus joyneri), Raw",15,,
Stir-fried rice with pineapple corn and vegetables,Oyster sauce,3,Combo meal rice,Western
,"Carrot, Roots, Raw",10,,
,"Corn, Sweetened, Canned",15,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"Onion, Raw",15,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Rice, White, Raw",40,,
,Soybean oil,1,,
,"Pineapple, Solids, Canned",15,,
Paprika rice ball with fried tofu,"Rice, White, Raw",40,Combo meal rice,Korean
,"Tofu, Fried",15,,
,"Carrot, Roots, Raw",4,,
,"Onion, Raw",4,,
,"Vinegar, Apple, With acetic acid 5.0%",2,,
,"Paprika(Capsicum annuum L), Yellow, Raw",2,,
,"Sweet pepper(Capsicum annuum L.), Green, Raw",2,,
,"Paprika(Capsicum annuum L), Red, Raw",2,,
,"Sugars, White sugar",1.5,,
,"Salt, Table salt",0.2,,
,Soybean oil,0.2,,
Steamed rice with pyogo mushroom and bean sprout,"Oak Mushroom(Lentinus edodes (Berk.) Sing.), On tree logs, Raw",20,Combo meal rice,Korean
,"Soy sauce, Fermented type",3,,
,"Soybean sprouts, Raw",25,,
,"Rice, White, Raw",50,,
,Sesame oil,1,,
,Soybean oil,1,,
Hashed rice,"Pork meat, Lean, Raw",15,Combo meal rice,Korean
,"Carrot, Roots, Raw",10,,
,"Onion, Raw",15,,
,Soybean oil,1,,
,"Potato, Daeji, Raw",20,,
,"Jajang sauce(Black bean sauce), Powder",5,,
,Curry sauce powder,5,,
,Worcester sauce,3,,
,"Rice, White, Raw",40,,
Stir-fried rice in oyster sauce,"Rice, White, Raw",40,Combo meal rice,Western
,"Siba shrimp(Metapenaeus joyneri), Raw",20,,
,"Japanese flying squid(Todarodes pacificus), Raw",20,,
,"Carrot, Roots, Raw",5,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,Oyster sauce,4,,
,Soybean oil,1,,
,"Garlic, Bulb, Raw",1,,
,Sesame oil,0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Seafood mushroom rice bowl,"Oyster mushroom, Raw",10,Combo meal rice,Korean
,"Japanese flying squid(Todarodes pacificus), Raw",15,,
,"Fleshy prawn(Fenneropenaeus chinensis), Raw",20,,
,"Chinese cabbage(Brassica campestris var. chinensis), Raw",5,,
,"Cultivated mushroom(Agaricus bisporus (Lge.) Sing.), Raw",10,,
,"Onion, Raw",10,,
,"Carrot, Roots, Raw",5,,
,"Cabbage, Raw",10,,
,"Rice, White, Raw",40,,
,Soybean oil,1,,
,"Starches, Potato, powder",5,,
Stir-fried rice with seafood,"Siba shrimp(Metapenaeus joyneri), Raw",15,Combo meal rice,Korean
,"Japanese flying squid(Todarodes pacificus), Raw",15,,
,"Rice, White, Raw",40,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",5,,
,"Paprika(Capsicum annuum L), Red, Raw",15,,
,"Paprika(Capsicum annuum L), Yellow, Raw",15,,
,"Carrot, Roots, Raw",10,,
,"Onion, Raw",15,,
,"Salt, Table salt",0.2,,
,Soybean oil,1,,
Stir-fried rice with kimchi and ham and vegetables,"Kimchi, Baechukimchi(Chinese cabbage)",35,Combo meal rice,Korean
,"Rice, White, Raw",40,,
,"King oyster mushroom(Pleurotus eryngii), Raw",20,,
,"Carrot, Roots, Raw",15,,
,"Broccoli, Raw",20,,
,Soybean oil,1,,
,Sesame oil,1,,
,"Ham, Ross",20,,
Ham paprika fried rice,"Ham, Ross",20,Combo meal rice,Western
,"Onion, Raw",15,,
,"Carrot, Roots, Raw",10,,
,"Paprika(Capsicum annuum L), Red, Raw",10,,
,"Paprika(Capsicum annuum L), Yellow, Raw",10,,
,Soybean oil,1,,
,"Rice, White, Raw",40,,
,Sesame oil,1,,
Stir-fried rice with vegetables and ham,"Rice, White, Raw",40,Combo meal rice,Western
,"Ham, Ross",20,,
,"Carrot, Roots, Raw",10,,
,"Onion, Raw",15,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"King oyster mushroom(Pleurotus eryngii), Raw",10,,
,Soybean oil,1,,
,"Salt, Table salt",0.2,,
Black soy rice with zucchini,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",25,Combo meal rice,Korean
,"Jajang sauce(Black bean sauce), Powder",15,,
,"Pork meat, Lean, Raw",20,,
,"Carrot, Roots, Raw",15,,
,"Onion, Raw",20,,
,Soybean oil,1,,
,"Potato, Daeji, Raw",20,,
,"Rice, White, Raw",40,,
Deluxe rice with mussel,"Rice, White, Raw",25,Combo meal rice,Korean
,"Hard shelled mussel(Mytilus coruscus), Raw",20,,
,"Glutinous rice, Raw",20,,
,"Chestnut, Raw",5,,
,"Oak Mushroom(Lentinus edodes (Berk.) Sing.), On tree logs, Raw",5,,
,"Carrot, Roots, Raw",5,,
,"Soy Sacuce, Korean traditional type",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1,,
,Curry sauce powder,1,,
,Sesame oil,0.2,,
,"Sesame seeds, White sesame, Roasted",0.1,,
Stir-fried smoked duck with rice,"Paprika(Capsicum annuum L), Red, Raw",5,Combo meal rice,Korean
,"Paprika(Capsicum annuum L), Yellow, Raw",5,,
,"Duck meat, With skin, Raw",20,,
,Oyster sauce,3,,
,"Onion, Raw",10,,
,"King oyster mushroom(Pleurotus eryngii), Raw",10,,
,"Carrot, Roots, Raw",5,,
,"Potato, Daeji, Raw",5,,
,"Rice, White, Raw",40,,
,Soybean oil,1,,
(no beef) glass noodles cabbage soup,"Cabbage, Raw",30,Soup,Korean
,"Onion, Raw",5,,
,"Noodle, Cellophane, Sweet potato starch, Dried",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,Sesame oil,1.5,,
,"Garlic, Bulb, Raw",0.3,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
(low-salt) chicken bone soup,"Chicken, Meat and skin, Fowl, Raw",45,Soup,Korean
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Garlic, Bulb, Raw",0.5,,
,"Salt, Table salt",0.2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Halibut seaweed soup,"Flounder, Raw",25,Soup,Korean
,"Soy Sacuce, Korean traditional type",0.3,,
,"Sea mustard(Undaria pinnatifida), Dried",3,,
,Sesame oil,2,,
Chilled aubergine soup,"Cucumber(Cucumis sativus L.), Gyeoulsaricheongjang , Raw",10,Soup,Korean
,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",1,,
,"Eggplant(Solanum melongena L.), Raw",20,,
,"Vinegar, Brewing",1,,
,"Sugars, White sugar",1,,
,"Sesame seeds, White sesame, Roasted",0.2,,
,"Salt, Table salt",0.3,,
,"Garlic, Bulb, Raw",0.3,,
Short rib beef soup,"Beef meat, Hanwoo, 1 grade, Shank(Hind shank), Raw",40,Soup,Korean
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",7,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Garlic, Bulb, Raw",0.3,,
,"Salt, Table salt",0.3,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
Short rib beef soup + glass noodles,"Beef meat, Hanwoo, 1 grade, Shank(Hind shank), Raw",40,Soup,Korean
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Noodle, Cellophane, Sweet potato starch, Dried",5,,
,"Egg, Whole, Raw",10,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Soy Sacuce, Korean traditional type",0.5,,
Ground dried pollack soup,"Alaska pollock(Theragra chalcogramma), Dried",7.5,Soup,Korean
,Perilla seed oil,1.5,,
,"Salt, Table salt",0.3,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",15,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
Potato pepper paste stew,"Potato, Daeji, Raw",30,Soup,Korean
,"Onion, Raw",8,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Fermented red pepper paste, Improved",2,,
,"Soy Sacuce, Korean traditional type",0.3,,
,Soybean oil,2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Pork meat, Lean, Raw",10,,
Potato soup,"Potato, Daeji, Raw",25,Soup,Korean
,"Soy Sacuce, Korean traditional type",0.5,,
,"Garlic, Bulb, Raw",0.1,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Potato brown kelp soup,"Brown Kelp(Laminaria japonica), Dried",1,Soup,Korean
,"Potato, Daeji, Raw",20,,
,"Garlic, Bulb, Raw",0.2,,
,Sesame oil,1.5,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
Potato egg soup,"Potato, Daeji, Raw",20,Soup,Korean
,"Soy Sacuce, Korean traditional type",0.5,,
,"Brown Kelp(Laminaria japonica), Dried",0.1,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Egg, Whole, Raw",15,,
Potato soy paste soup,"Potato, Daeji, Raw",20,Soup,Korean
,"Onion, Raw",5,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Doenjang, Improved",3,,
Potato soy paste stew,"Potato, Daeji, Raw",20,Soup,Korean
,"Onion, Raw",5,,
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Doenjang, Improved",3,,
Potato soy paste soup(clear),"Potato, Daeji, Raw",25,Soup,Korean
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Garlic, Bulb, Raw",0.5,,
,"Doenjang, Improved",3,,
Potato seaweed soup,"Sea mustard(Undaria pinnatifida), Dried",3,Soup,Korean
,"Potato, Daeji, Raw",20,,
,Sesame oil,1.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
Potato chive soup,"Doenjang, Improved",3,Soup,Korean
,"Chinese chive(Allium senescens var. minor), Raw",10,,
,"Potato, Daeji, Raw",20,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Sujebi with potato soup,"Potato, Daeji, Raw",20,Soup,Korean
,"Onion, Raw",5,,
,"Orient hard clam(Meretrix lusoria), Raw",15,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",5,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Salt, Table salt",0.3,,
,"Carrot, Roots, Raw",3,,
,"Wheat flour, White, All-purpose",25,,
Sujebi with potato (without clam),"Potato, Daeji, Raw",20,Soup,Korean
,"Onion, Raw",5,,
,"Wheat flour, White, All-purpose",25,,
,"Salt, Table salt",0.3,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Carrot, Roots, Raw",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
Potato zucchini soup,"Potato, Daeji, Raw",20,Soup,Korean
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Raw",0.2,,
,"Garlic, Bulb, Raw",0.5,,
,"Salt, Table salt",0.3,,
Potato onion soup,"Potato, Daeji, Raw",15,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Soy Sacuce, Korean traditional type",0.5,,
,"Onion, Raw",15,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Potato dough soup,"Starches, Potato, powder",25,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Soy sauce, Fermented type",0.5,,
,"Potato, Daeji, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",3,,
,"Garlic, Bulb, Raw",0.3,,
Shredded potato soup,"Doenjang, Improved",3,Soup,Korean
,"Potato, Daeji, Raw",25,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Sliced potato soup,"Soy Sacuce, Korean traditional type",0.5,Soup,Korean
,"Potato, Daeji, Raw",25,,
,"Brown Kelp(Laminaria japonica), Dried",0.3,,
,"Garlic, Bulb, Raw",0.2,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Pork back-bone stew,"Potato, Daeji, Raw",40,Soup,Korean
,Red pepper powder,1.5,,
,"Garlic, Bulb, Raw",0.8,,
,"Fermented red pepper paste, Improved",2.5,,
,"Onion, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Pork meat, Shank, Raw",25,,
Potato zucchini soup,"Potato, Daeji, Raw",15,Soup,Korean
,"Onion, Raw",3,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Soy sauce, Fermented type",0.5,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Garlic, Bulb, Raw",0.3,,
Soy paste with beef and mushroom,"Doenjang, Improved",3,Soup,Korean
,"Potato, Daeji, Raw",25,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",10,,
,"Onion, Raw",10,,
,"Tofu, Firm",40,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Oak Mushroom(Lentinus edodes (Berk.) Sing.), On tree logs, Raw",10,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Dried shrimp potato soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Potato, Daeji, Raw",30,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp chard soup,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,Soup,Korean
,"Chard(Beta vulgaris L. var. cicla L.), Raw",30,,
,"Garlic, Bulb, Raw",0.2,,
,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp chard soy paste soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Chard(Beta vulgaris L. var. cicla L.), Raw",30,,
,"Garlic, Bulb, Raw",0.2,,
,"Doenjang, Improved",3.5,,
,"Fermented red pepper paste, Improved",0.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
Dried shrimp soy paste soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Curled mallow(Malva verticillata var. crispa L.), Raw",25,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Tofu, Firm",25,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp daikon soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",30,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp chive soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Chinese chive(Allium senescens var. minor), Raw",20,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp spinach soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Chinese chive(Allium senescens var. minor), Raw",20,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp curled mallow soup,"Curled mallow(Malva verticillata var. crispa L.), Raw",30,Soup,Korean
,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp curled mallow soy paste soup,"Curled mallow(Malva verticillata var. crispa L.), Raw",30,Soup,Korean
,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Fermented red pepper paste, Improved",0.3,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried shrimp bean sprout soup,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Soybean sprouts, Raw",20,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried mussel brown kelp soup,"Hard shelled mussel(Mytilus coruscus), Boiled and dried",10,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",1,,
,"Garlic, Bulb, Raw",0.2,,
,"Salt, Table salt",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Dried mussel soup,"Hard shelled mussel(Mytilus coruscus), Boiled and dried",10,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.3,,
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Garlic, Bulb, Raw",0.2,,
,"Salt, Table salt",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Crap soup,"Imitation crab meat, Stick, Raw",25,Soup,Korean
,"Salt, Table salt",0.2,,
,"Starches, Potato, powder",2,,
,"Pepper(Piper nigrum L.), Black, Powder",0.1,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Red chilli paste stew,"Potato, Daeji, Raw",15,Soup,Korean
,"Onion, Raw",10,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Fermented red pepper paste, Improved",2,,
,"Soy Sacuce, Korean traditional type",0.3,,
,Soybean oil,2,,
,"Pumpkin(Cucurbita moschata), Young pumpkin, Raw",15,,
,"Tofu, Firm",30,,
,"Pork meat, Lean, Raw",10,,
Konjac fried fish paste soup,"Fish cake, Fried",25,Soup,Korean
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Gonyak(Amorphophallus konjac) jelly, Block shape, Raw",10,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",3,,
Beef bone soup,"Beef meat, Hanwoo, 1 grade, Shank(Hind shank), Raw",25,Soup,Korean
,"Salt, Table salt",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Beef meat, Hanwoo, Plate, Raw",10,,
Groundsel soy paste soup,"Ligularia fischeri, Leaves, Raw",15,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Garlic, Bulb, Raw",0.2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1.5,,
,"Doenjang, Improved",3.5,,
Groundsel dried shrimp soup,"Ligularia fischeri, Leaves, Raw",15,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",1.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",3,,
,"Doenjang, Improved",3.5,,
Oyster soup,"Oyster(Crassostrea nippona), Grown on underwater rocks, Raw",20,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
,"Salt, Table salt",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1.5,,
Oyster egg soup,"Oyster(Crassostrea nippona), Grown on underwater rocks, Raw",20,Soup,Korean
,"Egg, Whole, Raw",20,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Salt, Table salt",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1.5,,
,"Garlic, Bulb, Raw",0.3,,
Oyster tofu soup,"Oyster(Crassostrea nippona), Grown on underwater rocks, Raw",20,Soup,Korean
,"Radish(Raphanus sativus), Korean radish, Roots, Raw",10,,
,"Garlic, Bulb, Raw",0.3,,
,"Salt, Table salt",0.2,,
,"Tofu, Firm",20,,
,Sesame oil,1.5,,
Oyster seaweed soup,"Oyster(Crassostrea nippona), Grown on underwater rocks, Raw",20,Soup,Korean
,"Garlic, Bulb, Raw",0.3,,
,"Soy Sacuce, Korean traditional type",0.3,,
,"Sea mustard(Undaria pinnatifida), Dried",3,,
,Sesame oil,2,,
Chard soup,"Chard(Beta vulgaris L. var. cicla L.), Raw",20,Soup,Korean
,"Doenjang, Improved",3,,
,"Garlic, Bulb, Raw",0.2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Chard soy paste soup,"Chard(Beta vulgaris L. var. cicla L.), Raw",20,Soup,Korean
,"Doenjang, Improved",3,,
,"Garlic, Bulb, Raw",0.2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
Chard soup(clear),"Chard(Beta vulgaris L. var. cicla L.), Raw",20,Soup,Korean
,"Doenjang, Improved",3,,
,"Garlic, Bulb, Raw",0.2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
Chard soy paste noodles,"Chard(Beta vulgaris L. var. cicla L.), Raw",20,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Noodle, Somyeon, Dry noodle, Boiled",20,,
,"Doenjang, Improved",3.5,,
,"Garlic, Bulb, Raw",0.2,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Chard soup(soy paste+red pepper paste),"Chard(Beta vulgaris L. var. cicla L.), Raw",30,Soup,Korean
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Fermented red pepper paste, Improved",0.3,,
,"Brown Kelp(Laminaria japonica), Dried",0.5,,
,"Doenjang, Improved",3.5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
,"Garlic, Bulb, Raw",0.2,,
Salted seaweed soup,"Welsh onion, Shallot(Allium ascalonicum L.), Raw",0.5,Soup,Korean
,"Soy Sacuce, Korean traditional type",0.2,,
,"Garlic, Bulb, Raw",0.2,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Southern rough shrimp(Trachysalambria curvirostris), Boiled and dried",1,,
,"Laver(Porphyra tenera), Dried",2,,
,Sesame oil,1,,
Kimchi soup,"Kimchi, Baechukimchi(Chinese cabbage)",20,Soup,Korean
,"Onion, Raw",5,,
,"Garlic, Bulb, Raw",1,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",1,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",2,,
Kimchi tofu soup,"Kimchi, Baechukimchi(Chinese cabbage)",10,Soup,Korean
,"Tofu, Firm",20,,
,"Brown Kelp(Laminaria japonica), Dried",0.3,,
,"Anchovy(Engraulis japonicus), Large, Boiled and dried",2,,
,"Onion, Raw",5,,
,"Welsh onion, Spring onion(Allium fistulosum L.), Raw",3,,
